Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Bid opening Summary,Jeet Singh Thakur,02-Jun-2020 12:23 PM,finance_52772.pdf,BOQ Comparative Chart,1.0,156111.0,R P Dhiman,INR,"27,499,552",Technical,Bid opening Summary,Jeet Singh Thakur,23-Mar-2020 07:47 PM,technical_52772.pdf,1.0,156196.0,ANIL MAHAJAN,21-Mar-2020 02:52 PM,Rejected-AOC,l4,27-Jul-2020 05:33 PM,EE,Internal,Assistant engineer superintendent and senior assistant,Jeet Singh Thakur,27-Jul-2020 05:30 PM,finsummary_52772.pdf (223.69 KB),27-Jul-2020,"INR 32,514,356",540.0,Jeet Singh Thakur,27-Jul-2020 05:32 PM,3.AOC4566.pdf (613.00 KB),"Construction of Chamba Maloona Kathna road Km. 0/0 to 4/060 under NABARD Project Formation cutting , Cross Drainage earthen drain and parapets",PWD,2020_PWD_35898_2,No. PWC-WA-II/Contract/16568-667 dated 24.2.20,"Construction of Chamba Maloona Kathna road Km. 0/0 to 4/060 under NABARD Project Formation cutting , Cross Drainage earthen drain and parapets",EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,30-Apr-2020 03:26 PM,04-May-2020 11:30 AM,techsummary_52772.pdf (751.91 KB),AOC,"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba","3,57,700",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,04-Mar-2020 04:00 PM,23-Mar-2020 11:30 AM,04-Mar-2020 04:00 PM,21-Mar-2020 05:00 PM,NA ,NA ,04-Mar-2020 04:00 PM,21-Mar-2020 05:00 PM,04-May-2020 11:30 AM,1.0,Date Extended,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),1.0,DD - Demand Draft,"5,000","Executive Engineer, Chamba Division HPPWD Chamba",Chamba,No,PWD,No. PWC-WA-II/Contract/16568-667 dated 24.2.20,2020_PWD_35898_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Construction of Chamba Maloona Kathna road Km. 0/0 to 4/060 under NABARD Project Formation cutting , Cross Drainage earthen drain and parapets","Construction of Chamba Maloona Kathna road Km. 0/0 to 4/060 under NABARD Project Formation cutting , Cross Drainage earthen drain and parapets",Please refer Tender documents. ,NA ,"3,25,14,356",Civil Works - Roads,NA ,Tender,90.0,540.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,AOC
,,,,,,,,,,,,,,,,2.0,156206.0,NAVID ALI SHAH,21-Mar-2020 02:41 PM,Rejected-AOC,l2,27-Jul-2020 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,154142.0,RAJ SINGH GOVT CONTRACTOR,20-Mar-2020 05:56 PM,Rejected-AOC,L3,27-Jul-2020 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,156111.0,R P Dhiman,20-Mar-2020 07:03 PM,Accepted-AOC,L1,27-Jul-2020 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience as per clause 28.2 b of general and direction and as per schedule F..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
