Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
500.0,EE Dhami,Dhami,No,Construction of Gadheri to Tori Road km 0/00 to 0/645.,SH Construction of R/wall in between km 0/405 to 0/475,Please refer Tender documents. ,NA ,"6,97,711",Civil Works - Roads,NA ,Tender,120.0,60.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),19-Feb-2020 03:00 PM,27-Feb-2020 11:00 AM,19-Feb-2020 03:00 PM,26-Feb-2020 05:00 PM,NA ,NA ,19-Feb-2020 03:00 PM,26-Feb-2020 05:00 PM,09-Mar-2020 02:55 PM,1.0,DD - Demand Draft,"14,000",No,fixed,,EE Dhami,Dhami,PWD,PW-SRDD-CB-CTR- 2019-20- 19185 DT 29.1.2020,2020_PWD_35285_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE Dhami,Shimla Rural Division HPPWD Dhami,AOC,1.0,151045.0,Chunilal Verma,26-Feb-2020 03:07 PM,Rejected-Finance,L6,08-Jul-2020 04:50 PM,Technical,Technical Bid Opening Summary,Sudhir Kumar Gupta,27-Feb-2020 04:34 PM,technical_51749.pdf,1.0,150842.0,Naresh Kumar,INR,"630,322",Finance,Financial Bid Opening Summary,Sudhir Kumar Gupta,09-Mar-2020 03:02 PM,finance_51749.pdf,BOQ Comparative Chart,Er. Sudhir Kumar Gupta,Internal,Sh. Ram Swaroop Supdtt. Sh. Prem Raj Meena DAO Sh. Suresh Verma HDM Sh. Ramesh Thakur TA,Sudhir Kumar Gupta,09-Mar-2020 02:50 PM,09-Mar-2020 02:55 PM,techsummary_51749.pdf (233.94 KB),PWD,2020_PWD_35285_3,PW-SRDD-CB-CTR- 2019-20- 19185 DT 29.1.2020,Construction of Gadheri to Tori Road km 0/00 to 0/645.,08-Jul-2020,"INR 697,711",60.0,Sudhir Kumar Gupta,08-Jul-2020 05:00 PM,2020-35285-3.pdf (233.00 KB),AOC,Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAOShRamSawaroopSupdtShSureshKumarVermaHDMShHarishSinghClerk,Sudhir Kumar Gupta,08-Jul-2020 04:50 PM,finsummary_51749.pdf (63.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,150829.0,Dev Raj Verma,25-Feb-2020 08:13 AM,Rejected-Finance,L3,08-Jul-2020 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,151098.0,GHANSHYAM,26-Feb-2020 01:39 PM,Rejected-Finance,L2,08-Jul-2020 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,150886.0,Laxmi Dass Kaundal,25-Feb-2020 02:02 PM,Rejected-Finance,L5,08-Jul-2020 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,150842.0,Naresh Kumar,25-Feb-2020 11:36 AM,Accepted-AOC,AWARDED,08-Jul-2020 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,151127.0,Suresh Kumar,26-Feb-2020 11:07 AM,Rejected-Finance,L4,08-Jul-2020 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
