Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage
EE Chairman,Internal,All Committee Members,Ajay Kumar Sharma,09-Sep-2021 01:28 PM,finsummary_76605.pdf (203.06 KB),17-Dec-2021,"INR 3,096,532",180.0,Ajay Kumar Sharma,17-Dec-2021 04:12 PM,AOC.130.pdf (331.00 KB),AOC,PWD,2021_PWD_51265_1,TA- 5020-24 dated 06.08.2021,"Construction of Manjholi, Lakhanpur Jhiran road Km. 0/00 to 8/00 (SH- C/o 6.00 meter span RCC slab Culvert at RD 6/600 and 6/750",EE Chairman,Internal,All Committee Members,Ajay Kumar Sharma,02-Sep-2021 06:50 PM,02-Sep-2021 06:55 PM,techsummary_76605.pdf (203.06 KB),Technical,summary,Ajay Kumar Sharma,02-Sep-2021 02:08 PM,technical_76605.pdf,1,230070,Ajay Thakur,21-Aug-2021 08:58 PM,Rejected-Finance,Non-Responsive due to L3 Bidder,09-Sep-2021 01:28 PM,1.0,231383.0,HARKIT SINGH,INR,"2,491,979",Finance,summary,Ajay Kumar Sharma,04-Sep-2021 03:29 PM,finance_76605.pdf,BOQ Comparative Chart,AOC,"Construction of Manjholi, Lakhanpur Jhiran road Km. 0/00 to 8/00 (SH- C/o 6.00 meter span RCC slab Culvert at RD 6/600 and 6/750",.,Please refer Tender documents. ,NA ,"30,96,532",Civil Works,NA ,Tender,75.0,180.0,Nalagarh,174101.0,NA ,NA ,NA ,EE HPPWD Division Nalagarh,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender, EMD and other terms and conditions as per indicated in SBD",14-Aug-2021 05:30 PM,23-Aug-2021 11:30 AM,14-Aug-2021 05:30 PM,23-Aug-2021 11:00 AM,NA ,NA ,14-Aug-2021 05:30 PM,23-Aug-2021 11:00 AM,02-Sep-2021 06:55 PM,"1,500",Nil,Nil,No,"54,000",No,fixed,,Nil,Nil,PWD,TA- 5020-24 dated 06.08.2021,2021_PWD_51265_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE HPPWD Division Nalagarh,EE HPPWD Division Nalagarh,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,231561,AMANDEEP KALIA GOVT. CONTRACTOR,23-Aug-2021 10:36 AM,Rejected-Finance,Non-Responsive due to L2 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration/GST/PAN/EPF and follow the other all conditions indicated in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,230786,Hardeep Singh Bedi,22-Aug-2021 06:50 PM,Rejected-Finance,Non-Responsive due to L10 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Duly filled and signed from No 7/8 General Rule and Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,231383,HARKIT SINGH,22-Aug-2021 09:05 PM,Accepted-AOC,AOC DONE,17-Dec-2021 04:12 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,231571,Kalyan Singh Govt Contractor,22-Aug-2021 09:44 PM,Rejected-Finance,Non-Responsive due to L4 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,231620,KARAM CHAND,23-Aug-2021 10:08 AM,Rejected-Finance,Non-Responsive due to L8 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,231560,RAJ KUMAR,23-Aug-2021 10:53 AM,Rejected-Finance,Non-Responsive due to L9 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,231401,ranjit singh,21-Aug-2021 03:46 PM,Rejected-Finance,Non-Responsive due to L7 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,231572,rehana,23-Aug-2021 09:40 AM,Rejected-Finance,Non-Responsive due to L6 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,231439,SALOCHANA DEVI,22-Aug-2021 06:51 AM,Rejected-Finance,Non-Responsive due to L5 Bidder,09-Sep-2021 01:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
