Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
23-Jun-2021 11:00 AM,30-Jun-2021 11:00 AM,23-Jun-2021 11:00 AM,29-Jun-2021 05:00 PM,NA ,NA ,23-Jun-2021 11:00 AM,29-Jun-2021 05:00 PM,19-Jul-2021 11:00 AM,"1,14,600",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),HP SIDC Limited,Job No. 8,2021_SIDC_48938_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,HPSIDC Ltd. Shimla,"Construction of type-II staff qtrs 6 Nos. at Jail Kullu, Distt. Kullu (HP).","Construction of type-II staff qtrs 6 Nos. at Jail Kullu, Distt. Kullu (HP).",Please refer Tender documents. ,NA ,"82,10,657",Civil Works - Buildings,NA ,Tender,120.0,730.0,Kullu,175101.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,1.0,ICICI BANK,"5,900",Nil,Nil,No,AOC,Finance,Financial summary,Sushant Singh Negi,22-Jul-2021 11:13 AM,finance_73337.pdf,BOQ Comparative Chart,1.0,219647.0,Ajeet Sharma,26-Jun-2021 04:05 PM,Rejected-Finance,Third lowest bidder,22-Jul-2021 11:20 AM,Technical,Technical summary,Sushant Singh Negi,17-Jul-2021 10:42 AM,technical_73337.pdf,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,17-Jul-2021 10:43 AM,19-Jul-2021 11:00 AM,techsummary_73337.pdf (558.56 KB),1.0,219701.0,RANDHIR JAMWAL,INR,"12,184,079",20-Dec-2021,"INR 12,184,079",730.0,Sushant Singh Negi,23-Dec-2021 01:09 PM,randhirsingh.pdf (1185.00 KB),Award letter,HP SIDC Limited,2021_SIDC_48938_1,Job No. 8,"Construction of type-II staff qtrs 6 Nos. at Jail Kullu, Distt. Kullu (HP).",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,22-Jul-2021 11:20 AM,finsummary_73337.pdf (283.75 KB),AOC
,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,2.0,219328.0,kotkandiconstructionpvt.ltd.,27-Jun-2021 08:26 AM,Rejected-Finance,Second lowest bidder,22-Jul-2021 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,219701.0,RANDHIR JAMWAL,26-Jun-2021 05:48 PM,Accepted-AOC,AOC,23-Dec-2021 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of existing commitments / ongoing work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Details of machineries equipments/ skilled engineers/ technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractor working program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Financial Turnover (last five years with breakup),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
