Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,05-Jul-2021 11:45 AM,19-Jul-2021 11:30 AM,05-Jul-2021 11:45 AM,19-Jul-2021 11:00 AM,NA ,NA ,05-Jul-2021 12:00 PM,19-Jul-2021 11:00 AM,02-Aug-2021 03:00 PM,"2,000",Nil,Nil,No,1.0,ICICI BANK,PWD,AE office cum Residence Building at Thural,2021_PWD_49436_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,C/o AE office cum Residence Building at Thural Distt. Kangra (HP),"Construction of Basement (Parking ), Main Building (Ground Floor and 1st floor) WS and SI and Rain Harvesting system)",Please refer Tender documents. ,NA ,"44,23,580",Civil Works - Buildings,NA ,Tender,120.0,365.0,Bhawarna,176083.0,NA ,NA ,NA ,EE Bhawarna,No ,No,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,"74,000",No,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,AOC,1.0,223633.0,C M RANA,INR,"6,063,742",Finance,SUMMARY,Manish Sehgal,15-Dec-2021 02:38 PM,finance_74050.pdf,BOQ Comparative Chart,1.0,223744.0,ARIT SOOD,18-Jul-2021 07:43 PM,Rejected-AOC,Bidder Rank-L3,15-Dec-2021 02:43 PM,Technical,Bid opening summary,Manish Sehgal,02-Aug-2021 10:39 AM,technical_74050.pdf,Sh Manish Sehgal,Internal,Himanshu Verma AE Harjeet Singh Supdt Suresh Kumar HDM Rachna Sood Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,02-Aug-2021 10:46 AM,02-Aug-2021 03:00 PM,techsummary_74050.pdf (1057.18 KB),PWD,2021_PWD_49436_1,AE office cum Residence Building at Thural,C/o AE office cum Residence Building at Thural Distt. Kangra (HP),15-Dec-2021,"INR 6,259,276.75",365.0,Manish Sehgal,15-Dec-2021 02:43 PM,AOC.pdf (2642.00 KB),AOC,Sh. Manish Sehgal,Internal,,Manish Sehgal,15-Dec-2021 02:40 PM,finsummary_74050.pdf (390.58 KB),AOC
,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,222306.0,ASHISH DHIMAN,10-Jul-2021 07:25 PM,Rejected-Technical,Non-Responsive,02-Aug-2021 10:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor registration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,223633.0,C M RANA,18-Jul-2021 08:12 PM,Accepted-AOC,Bidder Rank-L1,15-Dec-2021 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration and PAN Copy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,223649.0,Sanjay Sehgal,17-Jul-2021 07:39 PM,Rejected-AOC,Bidder Rank-L2,15-Dec-2021 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,222061.0,Shubham thakur,08-Jul-2021 12:53 PM,Rejected-Technical,Non-Responsive,02-Aug-2021 10:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding not more than two works in hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employee Provident Fund (EPF) Registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
