S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,PWD,C/O link road from Tikkar to Thana in G.P. Didwin,2021_PWD_45466_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,12-Mar-2021 06:00 PM,18-Mar-2021 11:30 AM,12-Mar-2021 06:00 PM,18-Mar-2021 10:30 AM,NA ,NA ,12-Mar-2021 06:00 PM,18-Mar-2021 10:30 AM,03-May-2021 11:00 AM,C/O link road from Tikkar to Thana in G.P. Didwin km 1/0 to 1/750,SH Construction of retaining wall at RD 1/080 to 1/105 1/105 to 1/130 1/150 to 1/195 C/O V-Shape drain at RD 1/150 to 1/200 Providing/Laying GSB and Roller Compacted concrete at RD 1/100 to 1/200,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"21,900",No,fixed,,EE Hamirpur,EE Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,500.0,EE Hamirpur,EE Hamirpur,No,AOC,EEHamirpur,Internal,SupdtHDMSrDAO,Vivek Sharma,03-May-2021 08:28 AM,03-May-2021 11:00 AM,techsummary_68407.pdf (1908.15 KB),PWD,2021_PWD_45466_1,C/O link road from Tikkar to Thana in G.P. Didwin,C/O link road from Tikkar to Thana in G.P. Didwin km 1/0 to 1/750,07-Dec-2021,"INR 1,382,874",30.0,Vivek Sharma,07-Dec-2021 10:26 PM,AwardTana.pdf (803.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,07-Dec-2021 10:23 PM,finsummary_68407.pdf (613.57 KB),1.0,204075.0,JAMEEL KHAN GOVT CONTRACTOR,INR,"1,382,873.65",Finance,Attached,Vivek Sharma,07-Dec-2021 10:18 PM,finance_68407.pdf,BOQ Comparative Chart,1.0,204137.0,AJAY VERMA,18-Mar-2021 09:41 AM,Rejected-Technical,Rejected,03-May-2021 08:28 AM,Technical,Attached,Vivek Sharma,03-May-2021 08:18 AM,technical_68407.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate AS PER SBD GENERAL RULES AND DIRECTIONS-19,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,204090.0,AMAN SHARMA GOVT.CONTRACTOR,17-Mar-2021 07:06 PM,Rejected-Finance,l3,07-Dec-2021 10:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender authorized Bank,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,204104.0,Anil Chandel,17-Mar-2021 07:46 PM,Rejected-Finance,l6,07-Dec-2021 10:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,203923.0,ashok Thakur,18-Mar-2021 09:36 AM,Rejected-Finance,l2,07-Dec-2021 10:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration and GST and EPF Clearness latest statement,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,204075.0,JAMEEL KHAN GOVT CONTRACTOR,17-Mar-2021 06:19 PM,Accepted-AOC,l1,07-Dec-2021 10:26 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,204108.0,SATISH KUMAR SHARMA,18-Mar-2021 10:21 AM,Rejected-Technical,Rejected,03-May-2021 08:28 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money authorized Bank,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,204118.0,sonam soni,18-Mar-2021 08:36 AM,Rejected-Finance,l5,07-Dec-2021 10:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,204109.0,Surjeet Kumar,17-Mar-2021 08:11 PM,Rejected-Finance,l4,07-Dec-2021 10:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery as per SBD with proof,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
