Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Industries and Commerce Department||DNP Limited,2021_ICD_22367_1,PCB/EM/DNPL/12/73/Pt-II/108,Compliance environmental monitoring for the DNP Ltd Gas Pipeline,1,121246,ABC TECHNOLABS INDIA PRIVATE LIMITED,14-Aug-2021 11:38 AM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,Technical,Comparative statement of technical bid,Birendra Nath Moran,15-Sep-2021 11:33 AM,technical_34696.pdf,A K Bhattacharyya,Internal,"A. K. Bhattacharyya, G. Neog, P. J. Mahanta, B. B. Baruah, Uddipan Kashyap.",Birendra Nath Moran,15-Sep-2021 11:44 AM,15-Sep-2021 11:45 AM,techsummary_34696.pdf (588.89 KB),AOC,"Director, DNP Ltd.","1 No Borpathar, Madhuban, Duliajan- 786602",04-Aug-2021 05:00 PM,16-Aug-2021 10:00 AM,04-Aug-2021 05:00 PM,14-Aug-2021 01:00 PM,04-Aug-2021 06:00 PM ,08-Aug-2021 10:00 AM ,04-Aug-2021 06:00 PM,14-Aug-2021 01:00 PM,15-Sep-2021 11:45 AM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender for Compliance of Environmental Monitoring for DNP Ltd Gas Pipeline,1.0,Corrigendum1,Other,,Industries and Commerce Department||DNP Limited,PCB/EM/DNPL/12/73/Pt-II/108,2021_ICD_22367_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Compliance environmental monitoring for the DNP Ltd Gas Pipeline,Compliance environmental monitoring for the DNP Ltd Gas Pipeline,Please refer Tender documents. ,NA ,,Miscellaneous Works,NA ,Tender,180.0,60.0,"DNP Ltd, Duliajan",786602.0,NA ,NA ,NA ,Duliajan,No ,No,200.0,Nil,Nil,No,"20,000",Yes,fixed,,Nil,Nil,AOC
,,,,2,120883,Arihant Analytical Laboratory Pvt Ltd,14-Aug-2021 11:49 AM,Accepted-AOC,L1,23-Dec-2021 10:48 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,121250,EMTRC CONSULTANTS PVT LTD,14-Aug-2021 10:46 AM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,121008,ENVIROCON,13-Aug-2021 11:58 AM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,121163,ENVIRO TESTING SERVICES,12-Aug-2021 11:42 AM,Rejected-AOC,L3,23-Dec-2021 10:48 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,120941,Global Management And Engineering Consultants International,14-Aug-2021 11:40 AM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,120937,GREEN TECH Environmental Engineer & Consultants,10-Aug-2021 01:02 PM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,121118,Mitra S.K. Private Limited,13-Aug-2021 02:15 PM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,120668,NETEL INDIA LIMITED,13-Aug-2021 05:02 PM,Rejected-AOC,L2,23-Dec-2021 10:48 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,121046,SV ENVIRO LABS & CONSULTANTS,11-Aug-2021 05:48 PM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,11,120793,VARDAN ENVIROLAB,07-Aug-2021 12:28 PM,Rejected-Technical,Not qualified,15-Sep-2021 11:44 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
