Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,2020_APDEA_19487_1,APDCL/DSELR/RNG/02,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Barpeta - Rangia Electrical Circle on turnkey basis,1,100843,Agrawal Power Private Limited,06-Jan-2021 12:05 PM,Rejected-Technical,Techno-Commercially Non-Responsive,17-Feb-2021 04:30 PM,AOC,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Barpeta - Rangia Electrical Circle on turnkey basis,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Barpeta - Rangia Electrical Circle on turnkey basis,Please refer Tender documents. ,NA ,"1,31,24,82,000",Electrical Works,NA ,Tender,120.0,730.0,Rangia-Barpeta,781301.0,"O/O the CPM(PIU), 2nd Floor, APDCL, Bijulee Bhawan ","O/O the CPM(PIU), 2nd Floor, APDCL, Bijulee Bhawan ",10-Dec-2020 11:00 AM ,"O/O the CPM(PIU), 2nd Floor, APDCL, Bijulee Bhawan",No ,No,CPM(PIU),"O/O the CPM(PIU), 2nd Floor, APDCL, Bijulee Bhawan",27-Nov-2020 04:30 PM,07-Jan-2021 11:00 AM,27-Nov-2020 04:35 PM,06-Jan-2021 01:00 PM,NA ,NA ,27-Nov-2020 04:35 PM,06-Jan-2021 01:00 PM,19-Feb-2021 11:00 AM,1.0,Extension Notice,Date,,1.0,SBI Bank,"1,31,00,000",Yes,fixed,,Nil,Nil,"30,000",Nil,Nil,No,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,APDCL/DSELR/RNG/02,2020_APDEA_19487_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,AOC
,,,,2,101587,Ashoka Buildcon Limited,06-Jan-2021 12:29 PM,Rejected-AOC,Not L1 bidder,29-Dec-2021 01:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,EMD_CORRIGENDUM,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC
,,,,3,101357,BAJAJ ELECTRICALS LIMITED,05-Jan-2021 10:37 PM,Rejected-AOC,Not L1 bidder,29-Dec-2021 01:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Table 2 Addendum 2 against Rangia-Barpeta Package,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Price Bid,AOC
,,,,4,101416,CABCON INDIA LIMITED,06-Jan-2021 12:08 PM,Rejected-AOC,Not L1 bidder,29-Dec-2021 01:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,101627,COMFORT RUBBER INDUSTRIES,06-Jan-2021 12:26 PM,Rejected-Technical,Techno-Commercially Non-Responsive,17-Feb-2021 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,100957,East India Udyog Limited,06-Jan-2021 12:35 PM,Rejected-AOC,Not L1 bidder,29-Dec-2021 01:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,101482,EXCELLTECH WIND INDIA PVT LTD,06-Jan-2021 12:23 PM,Rejected-Technical,Techno-Commercially Non-Responsive,17-Feb-2021 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,100459,LASER POWER AND INFRA PRIVATE LIMITED,06-Jan-2021 12:30 PM,Accepted-AOC,L1 bidder,29-Dec-2021 01:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,101608,M M Brothers,06-Jan-2021 12:53 PM,Rejected-Technical,Techno-Commercially Non-Responsive,17-Feb-2021 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,100760,Ms HEMEN DEKA,06-Jan-2021 12:02 PM,Rejected-AOC,Not L1 bidder,29-Dec-2021 01:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
