S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,241101.0,Mahavir Transmission Limited,INR,"249,693,327.04",HPSEBL||Nodal Officer,2021_HPSEB_53109_1,CE(MM)-07/2021,ACSR/AAAC conductor,Sr. Excecutive Engineer III,Internal,Sr. Excecutive Engineer III Assistant Engineer,Ashok Dhiman,08-Dec-2021 04:19 PM,finsummary_79420.pdf (341.28 KB),Sr. Excecutive Engineer III,Internal,Assistant Engineer,Ashok Dhiman,15-Nov-2021 05:05 PM,16-Nov-2021 03:00 PM,techsummary_79420.pdf (500.87 KB),1.0,241103.0,BHARAT ELECTROTECH PRIVATE LIMITED,30-Oct-2021 01:43 PM,Rejected-AOC,Not Awarded as the Bidder is not L-1,08-Dec-2021 04:24 PM,Finance,Price bid opening summary,Ashok Dhiman,16-Nov-2021 03:34 PM,finance_79420.pdf,BOQ Comparative Chart,Technical,Technical opening sumaary,Yashwant Singh Thakur,02-Nov-2021 12:09 PM,technical_79420.pdf,08-Dec-2021,"INR 249,693,327.04",180.0,Ashok Dhiman,08-Dec-2021 04:24 PM,AwardsummaryTE072021ACSRAAAC.pdf (341.00 KB),P.O. issued on 01.12.2021,AOC,HPSEBL||Nodal Officer,CE(MM)-07/2021,2021_HPSEB_53109_1,Yes,Open Tender,Item Wise,Goods,3.0,No,Yes,Online,No,No,No,ACSR/AAAC conductor,Procurement of ACSR/AAAC conductor of assorted sizes,Please ref. tender documents ,EMD amount for HP based firms registered with HPSEBL Rs.1684000.00 and for others Rs.1934000.00 as per detailed NIT docu. ,"19,34,00,000",Electrical Work/ Equipment,ACSR/AAAc ,Tender,120.0,180.0,"Chief Engineer (MM), Shimla",171004.0,NA ,NA ,NA ,"Chief Engineer (MM), Shimla",No ,No,"19,34,000",Yes,percentage,1.0%,Nil,Nil,23-Oct-2021 03:00 PM,02-Nov-2021 11:00 AM,23-Oct-2021 03:00 PM,01-Nov-2021 11:00 AM,NA ,NA ,23-Oct-2021 03:00 PM,01-Nov-2021 11:00 AM,16-Nov-2021 03:00 PM,1.0,Corrigendum No. 1,Technical Bid,,"1,475",Nil,Nil,No,1.0,ICICI BANK,"Chief Engineer (MM), Shimla","Chief Engineer (MM), Shimla",1.0,Fee,.pdf,proof of tender fee,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,241301.0,DURABLE CONDUCTORS AND CABLES,30-Oct-2021 06:45 PM,Rejected-AOC,Not Awarded as the Bidder is not L-1,08-Dec-2021 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,proof of EMD,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,241500.0,Himachal Aluminium and Conductors,30-Oct-2021 05:26 PM,Rejected-AOC,Not Awarded as the Bidder is not L-1,08-Dec-2021 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,BIS license and ISO,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,241387.0,LASER POWER AND INFRA PRIVATE LIMITED,01-Nov-2021 09:36 AM,Rejected-AOC,Not Awarded as the Bidder is not L-1,08-Dec-2021 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Technical bid alongwith GTPs,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,241101.0,Mahavir Transmission Limited,31-Oct-2021 08:35 PM,Accepted-AOC,Awarded to L-1 Bidder,08-Dec-2021 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Purchase Orders copies,AOC
,,,,,,,,,,,,,,,,,,,,,,6.0,241255.0,PREM CABLES PRIVATE LIMITED,30-Oct-2021 06:22 PM,Rejected-AOC,Not Awarded as the Bidder is not L-1,08-Dec-2021 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Performance Certificate,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration with industries department,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of plant and machinary and testing equipments, Capacity and Capabilities",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ITR, balance sheet, PAN card and GST certificate",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Manufacturers certificate,AOC
