Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,BBNDA-06(PROJECT)NIT/4617-27 DATED 15.09.2021,2021_BBNDA_52398_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"35,800",No,fixed,,Nil,Nil,C/O road from Upper Bagguwala to Shamshanghat.,C/O road from Upper Bagguwala to Shamshanghat.,Please refer Tender documents. ,NA ,"18,85,000",Civil Works - Roads,NA ,Tender,90.0,75.0,BADDI,173205.0,NA ,NA ,NA ,BBNDA BADDI,No ,No,500.0,Nil,Nil,No,EE BBNDA BADDI,BBNDA BADDI,1.0,ICICI BANK,22-Sep-2021 10:00 AM,29-Sep-2021 02:30 PM,22-Sep-2021 10:00 AM,29-Sep-2021 02:00 PM,22-Sep-2021 10:00 AM ,28-Sep-2021 05:00 PM ,22-Sep-2021 10:00 AM,29-Sep-2021 02:00 PM,17-Nov-2021 11:00 AM,AOC,Jt. CEO,Internal,"JC, EE, AE I, AE II, JDM and Clerk",Satpal Singh,17-Nov-2021 04:28 PM,finsummary_78283.pdf (1560.70 KB),Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,2021_BBNDA_52398_1,BBNDA-06(PROJECT)NIT/4617-27 DATED 15.09.2021,C/O road from Upper Bagguwala to Shamshanghat.,1.0,238459.0,Sukhdev Singh Govt. Contractor,INR,"1,647,530",1,238094,Dheeraj Construction Company,28-Sep-2021 09:19 PM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,Jt. CEO,Internal,"EE, AC, AE I, AE II, JDM and Clerk",Satpal Singh,10-Nov-2021 02:30 PM,17-Nov-2021 11:00 AM,techsummary_78283.pdf (2295.38 KB),Technical,Bid Opening Summary,Satpal Singh,10-Nov-2021 02:19 PM,technical_78283.pdf,Finance,Financial Summary,Satpal Singh,17-Nov-2021 04:24 PM,finance_78283.pdf,BOQ Comparative Chart,07-Dec-2021,"INR 1,885,000",75.0,Satpal Singh,07-Dec-2021 03:37 PM,SukhdevAOC.pdf (1446.00 KB),AOC,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,238299,HARDEEP SINGH,28-Sep-2021 08:39 AM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,238238,Harsh Mehta,28-Sep-2021 04:49 PM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,238228,Naranjan Dass,28-Sep-2021 07:10 PM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,238262,NARESH KUMAR,28-Sep-2021 12:59 PM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,238744,Pardeep Kumar,29-Sep-2021 12:39 PM,Rejected-AOC,Reject,07-Dec-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,238725,RAJAN GOVT CONTRACTOR,29-Sep-2021 10:56 AM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,238753,Ravinder Kumar,29-Sep-2021 01:34 PM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,238509,SIMRAT CONSTRUCTION,28-Sep-2021 06:22 PM,Rejected-Finance,Reject,17-Nov-2021 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,238459,Sukhdev Singh Govt. Contractor,27-Sep-2021 10:53 PM,Accepted-AOC,Accept,07-Dec-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
