Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",2021_HPIPH_50766_2,7541-7640 dated 02-08-2021,Providing water supply scheme for PC hab. under various GP under IPH Sub Division Chandol Tehsil Rajgarh Distt. Sirmour,1.0,228237.0,Narender singh,INR,"604,750",Executive Engineer,Internal,Suptd HDM DA,Tilak Raj Pathak,29-Dec-2021 01:49 PM,finsummary_75912.pdf (202.60 KB),29-Dec-2021,"INR 604,750",90.0,Tilak Raj Pathak,29-Dec-2021 01:53 PM,chandol.pdf (198.00 KB),Work awarded to Sh. Narender Kumar,Finance,Financial Bid,Tilak Raj Pathak,12-Aug-2021 04:23 PM,finance_75912.pdf,BOQ Comparative Chart,Technical,Tech Bid,Tilak Raj Pathak,10-Aug-2021 12:04 PM,technical_75912.pdf,Executive Engineer,Internal,Suptd. Gr II DA HDM,Tilak Raj Pathak,10-Aug-2021 12:10 PM,10-Aug-2021 12:30 PM,techsummary_75912.pdf (253.75 KB),1.0,228186.0,Jagdish Chand,07-Aug-2021 02:02 PM,Rejected-Finance,Rejected,29-Dec-2021 01:49 PM,AOC,Executive Engineer,Jal Shakti Division Nohradhar,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",7541-7640 dated 02-08-2021,2021_HPIPH_50766_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,250.0,EE Nohradhar,Nohradhar,No,03-Aug-2021 04:00 PM,09-Aug-2021 11:30 AM,03-Aug-2021 04:00 PM,09-Aug-2021 11:00 AM,NA ,NA ,03-Aug-2021 04:00 PM,09-Aug-2021 11:00 AM,10-Aug-2021 12:30 PM,"14,100",Yes,fixed,,EE Nohradhar,Nohradhar,1.0,Fee/PreQual/Technical,.pdf,The Earnest Money duly pledged in favor of EE Nohradhar,Providing water supply scheme for PC hab. under various GP under IPH Sub Division Chandol Tehsil Rajgarh Distt. Sirmour,"SH Providing water facility FHTC to hab. Bohal Talia, Tikkeri Tali, Batlog and Bathaudhar",Please refer Tender documents. ,NA ,"7,04,614",Pipe Laying Works,Along with FHTC ,Tender,120.0,90.0,Nohradhar,173104.0,NA ,NA ,NA ,Nohradhar,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,228237.0,Narender singh,08-Aug-2021 12:23 PM,Accepted-AOC,Awarded,29-Dec-2021 01:53 PM,AOC,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,227746.0,Sai Aqua Machines and Builders,06-Aug-2021 09:15 AM,Rejected-Finance,Rejected,29-Dec-2021 01:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,227381.0,SURESH PUNDIR,09-Aug-2021 10:28 AM,Rejected-Finance,Rejected,29-Dec-2021 01:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Copy of EPF Registarion,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Joint venture not allow,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan copy of under taking,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Regulation of Abolition HP rule 2008,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registartion,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
