EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"29,000",Yes,fixed,,EE Tauni Devi,Hamirpur,PWD,PW/TDD/GA-NIT/2019-4578dt. 20.08.2019,2019_PWD_31306_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",500.0,"Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at SBI Hamirpur,C/O link road from Chouri Lagdevi to village Swahal km. 0/0 to 1/885.,C/O 5/7mtr. wide formation cutting i/c R/Wall C/O hume pipe culvert from RD. 0/0 to 0/450 Under MMGSY,Please refer Tender documents. ,NA ,"14,37,915",Civil Works,NA ,Tender,90.0,60.0,Tauni Devi,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,1.0,DD - Demand Draft,06-Sep-2019 06:30 PM,16-Sep-2019 11:00 AM,06-Sep-2019 06:30 PM,16-Sep-2019 10:30 AM,NA ,NA ,06-Sep-2019 06:30 PM,16-Sep-2019 10:30 AM,18-Sep-2019 10:30 AM,AOC,Finance,FINBID,Swaroop Kumar,09-Oct-2019 03:11 PM,finance_45084.pdf,BOQ Comparative Chart,1.0,130937.0,JITENDER SINGH GOVT. CONTRACTOR,INR,"1,481,403",1.0,130944.0,AKSHAY GOVT. CONTRACTOR,14-Sep-2019 12:59 PM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,Technical,Bid summary,Swaroop Kumar,16-Sep-2019 06:04 PM,technical_45084.pdf,EE,Internal,SUPDTHDM,Swaroop Kumar,16-Sep-2019 06:13 PM,18-Sep-2019 10:30 AM,techsummary_45084.pdf (223.76 KB),PWD,2019_PWD_31306_1,PW/TDD/GA-NIT/2019-4578dt. 20.08.2019,C/O link road from Chouri Lagdevi to village Swahal km. 0/0 to 1/885.,26-Nov-2019,"INR 1,437,915",60.0,Virender Singh Guleria,04-Dec-2021 03:20 PM,JatinderChouriLagdevi.pdf (555.00 KB),AOC,EE,Internal,SUPDTHDMDAO,Swaroop Kumar,09-Oct-2019 04:19 PM,finsummary_45084.pdf (228.10 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,AOC,,,,,,,,,,,,2.0,131058.0,Anil Chandel,16-Sep-2019 10:21 AM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,130946.0,ASHWANI KUMAR GOVT. CONTRACTOR,14-Sep-2019 01:29 PM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,130966.0,BALAL,14-Sep-2019 05:32 PM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,130937.0,JITENDER SINGH GOVT. CONTRACTOR,14-Sep-2019 12:57 PM,Accepted-AOC,1,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,131056.0,PUNEET KUMAR GOVT CONTRACTOR,16-Sep-2019 10:24 AM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,130943.0,SATISH KUMAR,14-Sep-2019 12:33 PM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,131005.0,sonam soni,15-Sep-2019 08:12 AM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9.0,131057.0,Surjeet Kumar,16-Sep-2019 10:14 AM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 28.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10.0,131003.0,vinod kumar,15-Sep-2019 07:56 AM,Rejected-AOC,Higher,04-Dec-2021 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
