Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Construction of 1000 Units for Govt Employees at Shimla, C/O 20 No. Type-II Quarters and 56 NO. Type-III Quarters including parking Floor. Phase-III (SH- C/O 8 Nos. Type-III quarters at site block No. 29 including W.S and S.I, rain harvesting tank an","Construction of 1000 Units for Govt Employees at Shimla, C/O 20 No. Type-II Quarters and 56 NO. Type-III Quarters including parking Floor. Phase-III (SH- C/O 8 Nos. Type-III quarters at site block No. 29 including W.S and S.I, rain harvesting tank an",As per bidding documents ,NA ,"90,46,107",Civil Works,NA ,Tender,120.0,545.0,Nabha Shimla,171004.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,"1,23,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) and Earnest Money as per schedule F (6.5),11-Aug-2021 11:00 AM,20-Aug-2021 11:00 AM,11-Aug-2021 11:00 AM,18-Aug-2021 05:00 PM,NA ,NA ,11-Aug-2021 11:00 AM,18-Aug-2021 05:00 PM,24-Aug-2021 11:00 AM,"2,000",Nil,Nil,No,PWD,SD-III-CB-Tender/2021-22- 8493-8514 dated 03-08-21,2021_PWD_50943_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2021_PWD_50943_1,SD-III-CB-Tender/2021-22- 8493-8514 dated 03-08-21,"Construction of 1000 Units for Govt Employees at Shimla, C/O 20 No. Type-II Quarters and 56 NO. Type-III Quarters including parking Floor. Phase-III (SH- C/O 8 Nos. Type-III quarters at site block No. 29 including W.S and S.I, rain harvesting tank an",ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Gopal Singh,Parveen Kumar Verma,24-Aug-2021 10:15 AM,24-Aug-2021 11:00 AM,techsummary_76169.pdf (798.92 KB),ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Gopal Singh,Parveen Kumar Verma,24-Aug-2021 04:50 PM,finsummary_76169.pdf (668.82 KB),16-Dec-2021,"INR 9,046,107",545.0,Parveen Kumar Verma,18-Dec-2021 09:01 AM,50943_1.pdf (758.00 KB),AOC,1.0,230669.0,Manishsharma,INR,"12,978,881",Finance,Bid opening summary,Parveen Kumar Verma,24-Aug-2021 04:34 PM,finance_76169.pdf,BOQ Comparative Chart,1.0,230599.0,Akash Saini,18-Aug-2021 04:15 PM,Rejected-AOC,L3,18-Dec-2021 09:01 AM,Technical,Bid opening summary,Parveen Kumar Verma,23-Aug-2021 12:38 PM,technical_76169.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,230497.0,Joginder Chauhan,18-Aug-2021 02:04 PM,Rejected-Technical,ok,24-Aug-2021 10:15 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,230669.0,Manishsharma,18-Aug-2021 11:50 AM,Accepted-AOC,L1,18-Dec-2021 09:01 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,229889.0,narender singh chauhan,18-Aug-2021 02:39 PM,Rejected-AOC,L2,18-Dec-2021 09:01 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,230745.0,Sanjeev Kumar,18-Aug-2021 04:29 PM,Rejected-AOC,L4,18-Dec-2021 09:01 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,230494.0,Suresh Kumar,18-Aug-2021 04:04 PM,Rejected-Technical,ok,24-Aug-2021 10:15 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per schedule F (6.9) and Work in hand certificate as per schedule F (6.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
