Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,PW-RGH-Estt-tender-21-2308-58 dt.25.06.21,2021_PWD_49171_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,30-Jun-2021 02:00 PM,05-Jul-2021 03:00 PM,30-Jun-2021 02:00 PM,05-Jul-2021 02:30 PM,NA ,NA ,30-Jun-2021 02:00 PM,05-Jul-2021 02:30 PM,12-Jul-2021 03:30 PM,"A/R M/O on Various road of Fagu and Habban Section under Habban Sub Division (SH Hiring of JCB for removal of slips, removal of debris ,dressing of berms and clearing of drains in various RDs)","A/R M/O on Various road of Fagu and Habban Section under Habban Sub Division (SH Hiring of JCB for removal of slips, removal of debris ,dressing of berms and clearing of drains in various RDs)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,60.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER RECEIPT,"2,500",No,fixed,,Nil,Nil,AOC,PWD,2021_PWD_49171_5,PW-RGH-Estt-tender-21-2308-58 dt.25.06.21,"A/R M/O on Various road of Fagu and Habban Section under Habban Sub Division (SH Hiring of JCB for removal of slips, removal of debris ,dressing of berms and clearing of drains in various RDs)",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt.",Narender verma,12-Jul-2021 03:24 PM,12-Jul-2021 03:30 PM,techsummary_73753.pdf (1446.99 KB),Er. Narender Kumar Verma EE,Internal,SUMMARY,Narender verma,16-Oct-2021 12:39 PM,finsummary_73753.pdf (949.41 KB),22-Dec-2021,"INR 108,000",60.0,Narender verma,22-Dec-2021 01:42 PM,AOC.pdf (1578.00 KB),"work awarded to Sh. Virender Sharma, Govt. Contractor, Village Pancher P.O Rorughatti Tehsil Rajgarh, Distt. Sirmour- H.P.",1.0,221056.0,V2N Construction,03-Jul-2021 04:22 PM,Rejected-Finance,L2,16-Oct-2021 12:39 PM,Technical,SUMMARY,Narender verma,12-Jul-2021 11:18 AM,technical_73753.pdf,Finance,SUMMARY,Narender verma,14-Jul-2021 11:27 AM,finance_73753.pdf,BOQ Comparative Chart,1.0,221166.0,VIRENDER SHARMA,INR,"108,000",AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY RECEIPT,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,221166.0,VIRENDER SHARMA,04-Jul-2021 02:57 PM,Accepted-AOC,L1,22-Dec-2021 01:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 24.3,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 24.4,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS, CONDITIONS, CONTRACT CLAUSES Refer",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.14),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
