Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage
"Chief Engineer,PWRD (EAP),Assam","O/o The Chief Engineer,PWRD (EAP),Assam",Public Works Roads Department,CE/APART/44/2021/7,2021_PWD_22121_4,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,1.0,BG - Bank Guarantee Irrevocable,1.0,Corrigendum 2,Date,,06-Jul-2021 11:30 AM,06-Sep-2021 02:30 PM,06-Jul-2021 11:45 AM,06-Sep-2021 02:00 PM,06-Jul-2021 11:55 AM ,19-Jul-2021 11:00 AM ,06-Jul-2021 11:55 AM,06-Sep-2021 02:00 PM,22-Nov-2021 02:30 PM,"7,46,100",No,fixed,,"The Chief Engineer,PWRD (EAP),Assam",GUWAHATI,APART/NOCP/ROADS/KAR-02 Hamlai Gaon Road Construction,Construction of Road from Hamlai Gaon to Longnit Gaon (Through Longkoi Bey Village) Borjan Mouza in Karbi Anglong district (Length-3.000 K.M.),Please refer Tender documents. ,NA ,"3,73,05,000",Civil Works – Roads,NA ,Tender,90.0,450.0,Karbi Anglong District,782461.0,"O/o The Chief Engineer,PWRD (EAP),Assam ","O/o The Chief Engineer,PWRD (EAP),Assam Fatasil Ambari,Guwahati- 781025 ",19-Jul-2021 11:00 AM ,"O/o The Chief Engineer,PWRD (EAP),Assam",No ,No,1.0,Fee/PreQual/Technical,.pdf,EMD,"5,000","State Project Director,ARIAS SOCIETY",GUWAHATI,No,AOC,1,121618,Jayanta Boruah,05-Sep-2021 01:58 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 05:04 PM,Public Works Roads Department,2021_PWD_22121_4,CE/APART/44/2021/7,APART/NOCP/ROADS/KAR-02 Hamlai Gaon Road Construction,"Chief Engineer,(EAP)PWRD,Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",PALLAVI CHAKRAVORTY,20-Nov-2021 05:04 PM,22-Nov-2021 02:30 PM,techsummary_34316.pdf (167.72 KB),Technical,Technical Bids has been opened,PALLAVI CHAKRAVORTY,07-Sep-2021 02:17 PM,,AOC
,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,AOC,2,122505,JOHN MILLIK,06-Sep-2021 12:30 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 05:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Fee,,,,,AOC,3,121510,Md. AsabUddin Choudhury,04-Sep-2021 11:40 AM,Rejected-Finance,Rejected as L5,27-Dec-2021 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,AOC,4,122389,M/S R.K Construction,05-Sep-2021 02:10 PM,Accepted-AOC,Awarded Contract Bidder,30-Dec-2021 03:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid (Technical),,,,,AOC,5,122254,North East Plantations & Commercial Pvt Ltd,03-Sep-2021 11:00 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 05:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Letter of Bid (Financial),,,,,AOC,6,122528,Prasanta Malakar,06-Sep-2021 01:24 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 05:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,AOC,7,119168,Rana Construction and Engineers Pvt. Ltd.,19-Aug-2021 09:27 PM,Rejected-Finance,Rejected as L2,27-Dec-2021 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,122189,Sri Girin Chutia,04-Sep-2021 04:10 PM,Rejected-Finance,Rejected as L4,27-Dec-2021 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,121902,Sri Hari Prasad Dihingia,04-Sep-2021 06:02 PM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 05:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,122249,SRI KAMAL GIRI,06-Sep-2021 12:51 PM,Rejected-Finance,Rejected as L3,27-Dec-2021 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,122090,SUHRAB UDDIN,02-Sep-2021 02:53 AM,Rejected-Technical,As per the decision of Bid Evaluation Committee.,20-Nov-2021 05:04 PM,,,,,,,,,,,,,,,,,AOC
