Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",19207-306 dated 15-02-2021,2021_HPIPH_44375_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Annual Turn over last 3 years,"1,41,000",Yes,fixed,,EE Nohradhar,Nohradhar,"1,500",EE Nohradhar,Nohradhar,No,15-Feb-2021 05:00 PM,22-Feb-2021 11:30 AM,15-Feb-2021 05:00 PM,22-Feb-2021 11:00 AM,NA ,NA ,15-Feb-2021 05:00 PM,22-Feb-2021 11:00 AM,26-Feb-2021 02:00 PM,1.0,ICICI BANK,Executive Engineer,Jal Shakti Division NOhradhar,"Providing LWSS from Pallar Khad to PC hab. of GP Andheri, Lana Pallar, Ludhiana, Sainj Sangrah Tehsil Sangrah Distt. Sirmour",SH C/O Civil Work,Please refer Tender documents. ,NA ,,Civil Works,ciwil work ,Tender,120.0,180.0,Nohradhar,173104.0,NA ,NA ,NA ,Nohradhar,No ,No,AOC,29-Dec-2021,"INR 13,516,679",180.0,Tilak Raj Pathak,29-Dec-2021 05:08 PM,AWARD.pdf (398.00 KB),Work awarded to M/S Sharma Enter praises,Technical,Summury,Mohd. Arshad Rehman,26-Feb-2021 12:33 PM,technical_66530.pdf,Finance,finacial,Mohd. Arshad Rehman,17-Mar-2021 12:27 PM,finance_66530.pdf,BOQ Comparative Chart,1.0,199645.0,HYDRAULIC ENGINEERING COMPANY,21-Feb-2021 07:11 PM,Rejected-Finance,Rejected,29-Dec-2021 04:54 PM,Executive Engineer,Internal,"Suptd, HDM, Dealing Assistant",Mohd. Arshad Rehman,26-Feb-2021 12:58 PM,26-Feb-2021 02:00 PM,techsummary_66530.pdf (361.08 KB),Executive Engineer,Internal,DA Suptd HDM,Tilak Raj Pathak,29-Dec-2021 04:54 PM,finsummary_66530.pdf (313.46 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",2021_HPIPH_44375_1,19207-306 dated 15-02-2021,"Providing LWSS from Pallar Khad to PC hab. of GP Andheri, Lana Pallar, Ludhiana, Sainj Sangrah Tehsil Sangrah Distt. Sirmour",1.0,199544.0,M/S Sharma Enterpirses,INR,"13,516,679",AOC
,,,,,,,,,,,,,,,,.pdf,Work Done as per NIT,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,199352.0,KULDEEP SHARMA,19-Feb-2021 07:37 PM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Tender Form Cost duly pledged in favor of EE NOhradhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,199544.0,M/S Sharma Enterpirses,21-Feb-2021 02:49 PM,Accepted-AOC,awarded,29-Dec-2021 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money duly pledged in favor of EE NOhradhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,199589.0,Ranjeet Singh,22-Feb-2021 09:22 AM,Not Admitted-Fee/PreQual/Technical,Fee not received,26-Feb-2021 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An affidavit that the firm has not been ever blacklisted by the GOvt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Income Tax Copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Income tax return for the year 2019-20 and gst clearance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
