Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
20-Sep-2021 06:00 PM,26-Oct-2021 03:00 PM,20-Sep-2021 06:00 PM,25-Oct-2021 02:00 PM,NA ,NA ,15-Oct-2021 12:00 PM,25-Oct-2021 02:00 PM,26-Nov-2021 12:00 PM,"1,000",Nil,Nil,No,"Secretary to the Govt. of Assam,SAD Assam","Secretariat Administration Department, Dispur Guwahati Pin-781006","40,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Secretariat Administration Department,S(N) 96/2020/43,2021_SAD_22973_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents Part-1,Supply of stationary and miscellaneous articles,Supply of stationary and miscellaneous articles for use in Janata Bhawan for the year 2021-22 and 2022-23,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Empanelment,730.0,NA ,Guwahati,781006.0,NA ,NA ,NA ,SAD Assam Dispur Ghy-06,No ,No,AOC,1,125312,Apex Enterprise,25-Oct-2021 01:41 PM,Rejected-Technical,Sample not submitted,22-Nov-2021 12:58 PM,Secretariat Administration Department,2021_SAD_22973_1,S(N) 96/2020/43,Supply of stationary and miscellaneous articles,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents Part-2,,,,,,,,,,,,,,,,,,,AOC,2,125219,ASSAM ENTERPRISE,23-Oct-2021 03:04 PM,Accepted-AOC,Awarded,18-Dec-2021 10:11 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents,,,,,,,,,,,,,,,,,,,AOC,3,125318,BAHUCHAR TRADERS,25-Oct-2021 01:21 PM,Rejected-Technical,Sample not submitted,22-Nov-2021 12:58 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,AOC,4,125247,BRAHMAPUTRA TRADE AGENCY,25-Oct-2021 01:44 PM,Accepted-AOC,Awarded,18-Dec-2021 10:11 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,125239,D.B. ENTERPRISE,23-Oct-2021 03:07 PM,Accepted-AOC,Awarded,18-Dec-2021 10:11 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,125226,M/S CHEROM TRADING COMPANY,25-Oct-2021 11:37 AM,Rejected-Technical,Rejected,22-Nov-2021 12:58 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,125240,M/S G K ENTERPRISE,23-Oct-2021 03:23 PM,Accepted-AOC,Awarded,18-Dec-2021 10:11 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,125256,MS S P LUCKY ENTERPRISE,25-Oct-2021 11:28 AM,Accepted-AOC,Awarded,18-Dec-2021 10:11 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,124783,Navkar Infomedia,23-Oct-2021 03:55 PM,Rejected-Technical,Sample not submitted,22-Nov-2021 12:58 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,125215,NEW SAMRAT,23-Oct-2021 07:27 PM,Accepted-AOC,Awarded,18-Dec-2021 10:11 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,125252,NORTH EAST ENTERPRISE,23-Oct-2021 02:44 PM,Rejected-Technical,Rejected,22-Nov-2021 12:58 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,125316,SAMAKSH ENTERPRISE,25-Oct-2021 01:28 PM,Rejected-Technical,Rejected,22-Nov-2021 12:58 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,125238,SARASWATI BOOK BINDING,23-Oct-2021 07:39 PM,Accepted-AOC,Awarded,18-Dec-2021 10:11 PM,,,,,AOC
