Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender conditions),"67,800",No,fixed,,Nil,Nil,Executive Engineer,HPSIDC Ltd. Shimla,"4,600",Nil,Nil,No,1.0,ICICI BANK,17-Feb-2021 11:30 AM,10-Mar-2021 11:00 AM,17-Feb-2021 11:30 AM,09-Mar-2021 05:00 PM,NA ,NA ,17-Feb-2021 11:30 AM,09-Mar-2021 05:00 PM,23-Apr-2021 11:00 AM,HP SIDC Limited,Job No. 3,2021_SIDC_44442_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Veterinary Hospital at Santokhgarh Distt. Una (HP).,Construction of Veterinary Hospital at Santokhgarh Distt. Una (HP).,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,240.0,Santokhgarh (Una),174301.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,AOC,28-Aug-2021,"INR 4,639,850",240.0,Sushant Singh Negi,03-Dec-2021 12:36 PM,sushantpuri.pdf (1368.00 KB),Award letter,1.0,202389.0,Sushant Puri,INR,"4,639,850",SE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,28-Apr-2021 12:34 PM,finsummary_66672.pdf (945.81 KB),HP SIDC Limited,2021_SIDC_44442_1,Job No. 3,Construction of Veterinary Hospital at Santokhgarh Distt. Una (HP).,Finance,Financial summary,Sushant Singh Negi,28-Apr-2021 12:30 PM,finance_66672.pdf,BOQ Comparative Chart,Technical,Tender summary,Sushant Singh Negi,22-Apr-2021 11:35 AM,technical_66672.pdf,SE,Internal,"Manager(F), EE(HQ)",Sushant Singh Negi,22-Apr-2021 11:48 AM,23-Apr-2021 11:00 AM,techsummary_66672.pdf (789.92 KB),1.0,201432.0,Dynamic Constructions,08-Mar-2021 03:06 PM,Rejected-Finance,Second lowest bidder,28-Apr-2021 12:34 PM,AOC
,,.pdf,Signed copy of agreement form,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,202537.0,Om Parkash Govt Contrator,09-Mar-2021 04:34 PM,Rejected-Finance,Fifth lowest bidder,28-Apr-2021 12:34 PM,AOC
,,.pdf,Signed copy of approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,202161.0,Ravinder Kumar,09-Mar-2021 10:00 AM,Rejected-Finance,Fourth lowest bidder,28-Apr-2021 12:34 PM,AOC
,,.pdf,Affidavit that the information furnished with the bid documents is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,199248.0,Shallu Malik Govt Contractor,08-Mar-2021 01:13 PM,Rejected-Finance,Third lowest bidder,28-Apr-2021 12:34 PM,AOC
,,.pdf,Affidavit that you have not more than two works in hand each of 100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,202143.0,sher fibre,08-Mar-2021 09:36 AM,Rejected-Technical,The successfully completed similar type of one work not less than 40 percent of estimated cost has not submitted as per tender condition,22-Apr-2021 11:49 AM,AOC
,,.pdf,Proof copy of EPF registration no.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,202515.0,SHIV KANT PRASHAR,09-Mar-2021 02:00 PM,Rejected-Technical,The successfully completed similar type of one work not less than 40 percent of estimated cost has not submitted as per tender condition,22-Apr-2021 11:49 AM,AOC
,,.pdf,Proof copy of GST registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,202526.0,Suresh Kumar,09-Mar-2021 04:25 PM,Rejected-Finance,Sixth lowest bidder,28-Apr-2021 12:34 PM,AOC
,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,202389.0,Sushant Puri,09-Mar-2021 01:15 PM,Accepted-AOC,AOC,03-Dec-2021 12:36 PM,AOC
,,.pdf,Copy of successfully completed work done certificate (as per tender condition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
