Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest money etc Shall be deposited both through online mode ( E-Payme,1.0,ICICI BANK,800.0,NIL,NIL,No,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,Providing LWSS Jaisinghpur (Under Jal Jeevan Mission) in Tehsil Jaisinghpur Distt. Kangra ( H.P.),Providing LWSS Jaisinghpur (Under Jal Jeevan Mission) in Tehsil Jaisinghpur Distt. Kangra ( H.P.),Please refer Tender documents. ,NA ,"70,65,675",Civil Works - Water Works,NA ,Tender,120.0,365.0,Providing LWSS Jaisinghpur (Under Jal Jeevan Missi,176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,"1,03,200",Yes,fixed,,NIL,NIL,18-Jun-2021 05:00 PM,26-Jun-2021 11:30 AM,18-Jun-2021 05:00 PM,25-Jun-2021 05:00 PM,NA ,NA ,18-Jun-2021 05:00 PM,25-Jun-2021 05:00 PM,09-Jul-2021 05:05 PM,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (2619-65 dated 17.06.2021),2021_HPIPH_48700_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC,13-Aug-2021,"INR 8,509,861",365.0,Anil Kumar,16-Dec-2021 11:30 AM,AOC.pdf (54.00 KB),M/S Sharma Electrical Works Govt.Cont. Prop. Sunil Kumar VPO Tehsil Sujanpur Doli. District Hamirpur HP.,Finance,BOQ downloaded successfully summary attached,Anil Kumar,09-Jul-2021 05:18 PM,finance_72989.pdf,BOQ Comparative Chart,Technical,6Nos contractor/firm documents downloaded successfully summary attached,Anil Kumar,09-Jul-2021 04:57 PM,technical_72989.pdf,Superintending Enginner JSV Circle Dharamshala,External,"Supdtt (Works)Gr-1 JSV Circle Dharamshala,AE(D) JSV Circle Dharamshala,EE(D) JSV Circle Dharamshala,EE JSV Division Thural",Anil Kumar,09-Jul-2021 04:59 PM,09-Jul-2021 05:05 PM,techsummary_72989.pdf (247.75 KB),1.0,219139.0,Bharat Engg and Suppliers,25-Jun-2021 01:15 PM,Rejected-AOC,accept,16-Dec-2021 11:30 AM,Executive Engineer JSV Division Thural,Internal,"Supdtt JSV Division Thural,HDM JSV Division Thural,Sr.AssttA,B JSV Division Thural",Anil Kumar,09-Jul-2021 05:21 PM,finsummary_72989.pdf (86.02 KB),1.0,218746.0,SUNIL KUMAR,INR,"8,509,861","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2021_HPIPH_48700_1,THL-KNG05-729 (2619-65 dated 17.06.2021),Providing LWSS Jaisinghpur (Under Jal Jeevan Mission) in Tehsil Jaisinghpur Distt. Kangra ( H.P.),AOC
,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,219138.0,Naik Electrical Works,24-Jun-2021 11:57 PM,Rejected-AOC,accept,16-Dec-2021 11:30 AM,,,,,,,,,,,,,,,,AOC
,,.pdf,Income Tax and GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,219110.0,SANGRAM NAIK,24-Jun-2021 11:12 PM,Rejected-AOC,accept,16-Dec-2021 11:30 AM,,,,,,,,,,,,,,,,AOC
,,.pdf,The list of similar nature work done/ completed /work in progress with performance certificate d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,219237.0,SANJAY SAINI,25-Jun-2021 12:05 PM,Rejected-AOC,accept,16-Dec-2021 11:30 AM,,,,,,,,,,,,,,,,AOC
,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,219425.0,Shashank Jagota Govt. Contractor,25-Jun-2021 04:46 PM,Rejected-AOC,accept,16-Dec-2021 11:30 AM,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,218746.0,SUNIL KUMAR,25-Jun-2021 11:54 AM,Accepted-AOC,accept,16-Dec-2021 11:30 AM,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The bidder must attach the curve chart of pumping machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
