EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"39,980",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,TA-2021-7183-7282dt-26-8-2021,2021_PWD_51779_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of Government Degree College building at Anj Bhoj Bharli, District Sirmour (HP) (S - Providing and fixing tables benches of lecture theaters etc.).","Construction of Government Degree College building at Anj Bhoj Bharli, District Sirmour (HP) (S - Providing and fixing tables benches of lecture theaters etc.).",please refer to tender notice ,NA ,"21,65,280",Civil Works - Buildings,NA ,Tender,90.0,30.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,EE Shillai,Executive Engineer HPPWD Division Shillai,500.0,Nil,Nil,No,31-Aug-2021 05:00 PM,07-Sep-2021 12:30 PM,31-Aug-2021 05:00 PM,06-Sep-2021 05:00 PM,NA ,NA ,31-Aug-2021 05:00 PM,06-Sep-2021 05:00 PM,09-Sep-2021 11:50 AM,AOC,1.0,234201.0,Anand Enterprises,04-Sep-2021 07:32 PM,Rejected-Finance,Not lowest,22-Sep-2021 04:04 PM,Technical,technical summary,Pramod Upreti,09-Sep-2021 11:40 AM,technical_77417.pdf,Finance,financial summary,Pramod Upreti,22-Sep-2021 03:59 PM,finance_77417.pdf,BOQ Comparative Chart,1.0,234510.0,M/S SURENDER NEGI,INR,"1,987,200",PWD,2021_PWD_51779_4,TA-2021-7183-7282dt-26-8-2021,"Construction of Government Degree College building at Anj Bhoj Bharli, District Sirmour (HP) (S - Providing and fixing tables benches of lecture theaters etc.).",EE Shillai,Internal,"AE Shillai, HDM, Sudpt.",Pramod Upreti,09-Sep-2021 11:41 AM,09-Sep-2021 11:50 AM,techsummary_77417.pdf (304.72 KB),EE Shillai,Internal,"AE shillai, HDM, Supdt.",Pramod Upreti,22-Sep-2021 04:04 PM,finsummary_77417.pdf (125.49 KB),30-Dec-2021,"INR 1,987,200",30.0,Pramod Upreti,30-Dec-2021 01:03 PM,awardd.pdf (846.00 KB),"Construction of Government Degree College building at Anj Bhoj Bharli, District Sirmour (HP) (S - Providing and fixing tables benches of lecture theaters etc.).",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,,,,,AOC,2.0,234510.0,M/S SURENDER NEGI,06-Sep-2021 03:24 PM,Accepted-AOC,Work comp.,30-Dec-2021 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
