S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,350.0,Nil,Nil,No,"15,030",No,fixed,,Nil,Nil,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",PWD,SD-III-CB-Tender/2021-22- 19206-223 dated 04-12-21,2021_PWD_54492_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,S/R to Real Esate Regulatory Authority of HP office building at Majitha House Chotta Shimla (SH- Providing Acoustic treatment in the Court room).,S/R to Real Esate Regulatory Authority of HP office building at Majitha House Chotta Shimla (SH- Providing Acoustic treatment in the Court room).,As per bidding documents ,NA ,"7,51,179",Civil Works,NA ,Tender,75.0,30.0,Chotta Shimla,171002.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) and Earnest Money as per schedule F (6.5),08-Dec-2021 06:00 PM,16-Dec-2021 11:00 AM,08-Dec-2021 06:00 PM,15-Dec-2021 06:00 PM,NA ,NA ,08-Dec-2021 06:00 PM,15-Dec-2021 06:00 PM,18-Dec-2021 05:30 PM,AOC,1.0,248610.0,Kool pack and allied industries,10-Dec-2021 05:50 PM,Accepted-AOC,L1,24-Dec-2021 01:54 PM,Technical,Bid opening summary,Parveen Kumar Verma,17-Dec-2021 06:40 PM,technical_81601.pdf,1.0,248610.0,Kool pack and allied industries,INR,"709,065",Finance,Bid opening summary,Parveen Kumar Verma,20-Dec-2021 10:44 AM,finance_81601.pdf,BOQ Comparative Chart,PWD,2021_PWD_54492_1,SD-III-CB-Tender/2021-22- 19206-223 dated 04-12-21,S/R to Real Esate Regulatory Authority of HP office building at Majitha House Chotta Shimla (SH- Providing Acoustic treatment in the Court room).,ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Harnam Singh,Parveen Kumar Verma,18-Dec-2021 05:26 PM,18-Dec-2021 05:30 PM,techsummary_81601.pdf (636.56 KB),ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Harnam Singh,Parveen Kumar Verma,20-Dec-2021 10:46 AM,finsummary_81601.pdf (586.43 KB),21-Dec-2021,"INR 751,179",30.0,Parveen Kumar Verma,24-Dec-2021 01:54 PM,54492_1.pdf (376.00 KB),AOC,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,AOC,2.0,249256.0,Mohmad Kamran,14-Dec-2021 05:47 PM,Rejected-AOC,L2,24-Dec-2021 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8 with full address and Mobile No.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per schedule F (6.9) and Work in hand certificate as per schedule F (6.10),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
