Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
15-Dec-2021,"INR 22,439,699",730.0,R.K Dhiman,30-Dec-2021 03:00 PM,Award.pdf (416.00 KB),Award,Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,24-Aug-2021 10:51 AM,finsummary_75891.pdf (207.58 KB),Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,16-Aug-2021 04:04 PM,17-Aug-2021 11:00 AM,techsummary_75891.pdf (274.90 KB),PWD,2021_PWD_50755_1,Govt. Polytechnical college at Talwar,Construction of building at Govt. Polytechnical college at Talwar in Tehsil Jaisinghpur Distt. Kangra (HP),1.0,229206.0,vinay kumar gupta,INR,"28,451,237",Finance,Summary,R.K Dhiman,24-Aug-2021 10:48 AM,finance_75891.pdf,BOQ Comparative Chart,Technical,Summary,R.K Dhiman,16-Aug-2021 04:01 PM,technical_75891.pdf,1.0,229000.0,Ashok Soni,10-Aug-2021 03:49 PM,Rejected-Technical,Non Responsive,16-Aug-2021 04:04 PM,AOC,"2,56,900",No,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of building at Govt. Polytechnical college at Talwar in Tehsil Jaisinghpur Distt. Kangra (HP),"Construction of 16 Nos. Type-III Quarters (2 Nos. Block 8 Nos. each) including water supply , Sanitary installation and Rain water harvesting system",Please refer Tender documents. ,NA ,"2,24,39,699",Civil Works - Buildings,NA ,Tender,75.0,730.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,Executive Engineer,"Executive Engineer, HP.PWD Division Jaisinghpur",PWD,Govt. Polytechnical college at Talwar,2021_PWD_50755_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,04-Aug-2021 10:00 AM,12-Aug-2021 11:00 AM,04-Aug-2021 10:30 AM,11-Aug-2021 05:00 PM,NA ,NA ,04-Aug-2021 10:30 AM,11-Aug-2021 05:00 PM,17-Aug-2021 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,228911.0,M/s Surindera Traders,11-Aug-2021 02:57 PM,Rejected-Technical,Non Responsive,16-Aug-2021 04:04 PM,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,228914.0,Rajeev Sood,11-Aug-2021 12:44 PM,Rejected-AOC,Rejected due to higher rates bidder L2,30-Dec-2021 03:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,229081.0,TUSHAR GOEL,10-Aug-2021 05:34 PM,Rejected-Technical,Non Responsive,16-Aug-2021 04:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid capacity General rule 26.2 a in SBD last five years alongwith audit balance sheet from CA,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,229206.0,vinay kumar gupta,11-Aug-2021 12:29 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,30-Dec-2021 03:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,AOC
