Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Rajesh Kumar,05-Oct-2021 09:26 AM,finsummary_76969.pdf (432.60 KB),08-Dec-2021,"INR 521,930",30.0,Rajesh Kumar,09-Dec-2021 10:42 AM,Awardletter.pdf (958.00 KB),Award letter,PWD,2021_PWD_51496_1,Job 13 Improvement of black spot on link road from,Job 13 Improvement of black spot on link road from Pandoga barrier to Panjawar km. 0-0 to 9-500 Sub Head Providing and Laying C.C. Pavement at RD. 0-370 to 0-490,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Arvind Chaudhary,25-Sep-2021 03:25 PM,30-Sep-2021 11:00 AM,techsummary_76969.pdf (575.58 KB),Finance,FinancialBids,Rajesh Kumar,04-Oct-2021 05:03 PM,finance_76969.pdf,BOQ Comparative Chart,1.0,232374.0,SUMIT SEHGAL,INR,"475,500",Technical,BidsList,Rajesh Kumar,01-Sep-2021 02:49 PM,technical_76969.pdf,1.0,232518.0,Jatinder Kumar,30-Aug-2021 05:01 PM,Rejected-AOC,ok,09-Dec-2021 10:42 AM,AOC,500.0,Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",Job 13 Improvement of black spot on link road from Pandoga barrier to Panjawar km. 0-0 to 9-500 Sub Head Providing and Laying C.C. Pavement at RD. 0-370 to 0-490,Job 13 Improvement of black spot on link road from Pandoga barrier to Panjawar km. 0-0 to 9-500 Sub Head Providing and Laying C.C. Pavement at RD. 0-370 to 0-490,An undertaking regarding no litigation with the department ,NA ,"5,21,930",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,23-Aug-2021 10:00 AM,31-Aug-2021 11:00 AM,23-Aug-2021 10:30 AM,31-Aug-2021 09:00 AM,NA ,NA ,23-Aug-2021 10:30 AM,31-Aug-2021 09:00 AM,30-Sep-2021 11:00 AM,PWD,Job 13 Improvement of black spot on link road from,2021_PWD_51496_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"10,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,232374.0,SUMIT SEHGAL,29-Aug-2021 03:59 PM,Accepted-AOC,ok,09-Dec-2021 10:42 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money through online,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An undertaking of Machinery Tool Plant as per bid documents along with documentary proof.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An undertaking of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rul,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An undertaking that information furnished with the bid (Name of works is correct in all respect).,AOC
