Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,Jal Shakti Division NOhradhar,Providing LWSS to PC hab. of various GP under Jal Shakti Sub Division Chandol in Tehsil Rajgarh Distt. Sirmour,SH- Supplying and errection of pumping machinery with allied accessories for booster and main stage,Please refer Tender documents. ,NA ,,Pumps/Motors,with allied accessories ,Tender,120.0,120.0,Nohradhar,173104.0,NA ,NA ,NA ,Nohradhar,No ,No,800.0,EE Nohradhar,Nohradhar,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",11604-11704 dated 17-11-2020,2020_HPIPH_42564_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,18-Nov-2020 02:30 PM,27-Nov-2020 11:30 AM,18-Nov-2020 02:30 PM,27-Nov-2020 11:00 AM,NA ,NA ,18-Nov-2020 02:30 PM,27-Nov-2020 11:00 AM,14-Jan-2021 03:00 PM,1.0,ICICI BANK,"1,04,500",Yes,fixed,,EE Nohradhar,Nohradhar,1.0,Fee/PreQual/Technical,.pdf,Annual Turn over Last Three year,AOC,Technical,Tech Bid Summury,Mohd. Arshad Rehman,03-Dec-2020 12:09 PM,technical_63076.pdf,Finance,Financial BID,Mohd. Arshad Rehman,01-Jun-2021 02:59 PM,finance_63076.pdf,BOQ Comparative Chart,29-Dec-2021,"INR 8,470,000",180.0,Tilak Raj Pathak,29-Dec-2021 04:10 PM,CHand.pdf (197.00 KB),Work awarded to M/S Shiv Iron,1.0,189534.0,HILL CONSTRUCTION AND ENGINEERING CO. SOLAN,26-Nov-2020 08:03 PM,Rejected-Finance,L5,29-Dec-2021 04:02 PM,Superintending Engineer,Internal,CHD AE Design EE Design,Mohd. Arshad Rehman,14-Jan-2021 12:01 PM,14-Jan-2021 03:00 PM,techsummary_63076.pdf (285.10 KB),Executive Engineer,Internal,DA Suptd HDM,Tilak Raj Pathak,29-Dec-2021 04:02 PM,finsummary_63076.pdf (199.67 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",2020_HPIPH_42564_1,11604-11704 dated 17-11-2020,Providing LWSS to PC hab. of various GP under Jal Shakti Sub Division Chandol in Tehsil Rajgarh Distt. Sirmour,1.0,189337.0,shiv iron general engineers,INR,"8,470,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Work Done as per NIT Conditions,AOC,,,,,,,,,,,,,,,,,,,2.0,188495.0,HYDRAULIC ENGINEERING COMPANY,26-Nov-2020 07:13 PM,Rejected-Finance,L4,29-Dec-2021 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,latest copy of Registraion,AOC,,,,,,,,,,,,,,,,,,,3.0,189570.0,M/S Sharma Enterpirses,27-Nov-2020 10:10 AM,Rejected-Finance,L2,29-Dec-2021 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender form cost in favor of EE Nohradhar,AOC,,,,,,,,,,,,,,,,,,,4.0,189337.0,shiv iron general engineers,26-Nov-2020 08:10 PM,Accepted-AOC,awarded,29-Dec-2021 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money duly pledged in favor of EE NOhradhar,AOC,,,,,,,,,,,,,,,,,,,5.0,189507.0,Surjeet Singh Thakur,26-Nov-2020 07:09 PM,Rejected-Finance,L3,29-Dec-2021 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit the firm/contractor has not been blacklisted by the GOvt.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registraion,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registartion,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income tax Return for the year 2019-20 and GST Clearance certificate,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
