Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
22-Jul-2021 11:00 AM,30-Jul-2021 11:00 AM,22-Jul-2021 11:00 AM,29-Jul-2021 05:00 PM,NA ,NA ,22-Jul-2021 11:00 AM,29-Jul-2021 05:00 PM,24-Aug-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),1.0,ICICI BANK,Executive Engineer,HPSIDC Ltd. Shimla,"88,400",No,fixed,,Nil,Nil,"5,900",Nil,Nil,No,HP SIDC Limited,Job No. 2,2021_SIDC_50134_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of Instrument lab and providing space for modern instruments in biological, chemical and physical science lab in RFSL Dharamshala Distt. Kangra (HP).","Construction of Instrument lab and providing space for modern instruments in biological, chemical and physical science lab in RFSL Dharamshala Distt. Kangra (HP).",Please refer Tender documents. ,NA ,"55,89,321",Civil Works - Buildings,NA ,Tender,120.0,270.0,Dharamshala (Kangra),176215.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,AOC,Finance,Financial summary,Ram vashisist,25-Aug-2021 12:30 PM,finance_74959.pdf,BOQ Comparative Chart,Technical,Technical summary,Sushant Singh Negi,23-Aug-2021 04:19 PM,technical_74959.pdf,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,23-Aug-2021 04:25 PM,24-Aug-2021 11:00 AM,techsummary_74959.pdf (704.91 KB),1.0,226235.0,Ajeev Kumar,29-Jul-2021 12:35 PM,Rejected-Technical,Not qualified in the bid capacity,23-Aug-2021 04:25 PM,27-Sep-2021,"INR 7,316,575",270.0,Sushant Singh Negi,03-Dec-2021 12:32 PM,bhagsingh.pdf (1473.00 KB),Award letter,1.0,225688.0,Bhag Singh,INR,"7,316,575",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Ram vashisist,25-Aug-2021 12:54 PM,finsummary_74959.pdf (545.84 KB),HP SIDC Limited,2021_SIDC_50134_1,Job No. 2,"Construction of Instrument lab and providing space for modern instruments in biological, chemical and physical science lab in RFSL Dharamshala Distt. Kangra (HP).",AOC
,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,225688.0,Bhag Singh,28-Jul-2021 03:53 PM,Accepted-AOC,AOC,03-Dec-2021 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,225814.0,Harbhajan singh,29-Jul-2021 04:08 PM,Rejected-Technical,Not qualified in the bid capacity,23-Aug-2021 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,226311.0,RAHUL SHARMA,29-Jul-2021 03:43 PM,Rejected-Finance,Second lowest bidder,25-Aug-2021 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of existing commitments / ongoing work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Details of machineries equipments/ skilled engineers/ technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
