Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,Construction of 2 Nos. (30.00 mtr. span each) RCC Box Girder Bridge including both side approaches on over Soon Khad on Garla Dei Bhawarna via Henja Swargjan link road at RD 0/266 and 1/515 under SCSP,C/o 30.00 mtr. RCC Box Girder Bridge including both side approaches on over Soon Khad on Garla Dei Bhawarna via Henja Swargjan link road at RD 0/266,Please refer Tender documents. ,NA ,"64,83,017",Civil Works - Bridges,NA ,Tender,75.0,365.0,Bhawarna,176083.0,NA ,NA ,NA ,EE Bhawarna,No ,No,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,"98,000",No,fixed,,Nil,Nil,"2,000",Nil,Nil,No,05-Aug-2021 04:00 PM,18-Aug-2021 11:30 AM,05-Aug-2021 04:05 PM,18-Aug-2021 11:00 AM,NA ,NA ,05-Aug-2021 04:30 PM,18-Aug-2021 11:00 AM,01-Sep-2021 03:30 PM,1.0,Corrigendum,Date,,1.0,ICICI BANK,PWD,NIT NO.9176-9235,2021_PWD_50870_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,229468.0,GALAXY ASSOCIATE,18-Aug-2021 10:18 AM,Rejected-AOC,Bidder Rank-L4,15-Dec-2021 01:23 PM,Technical,Bid opening summary,Manish Sehgal,01-Sep-2021 02:52 PM,technical_76066.pdf,1.0,229422.0,TANUJ SHARMA,INR,"8,859,721",Finance,SUMMARY,Manish Sehgal,15-Dec-2021 01:16 PM,finance_76066.pdf,BOQ Comparative Chart,Sh Manish Sehgal,Internal,Himanshu Verma AE Harjeet Singh Supdt Suresh Kumar HDM Suraj Parkash Sr DAO Manjeet Kumar Jr Asstt,Manish Sehgal,01-Sep-2021 02:58 PM,01-Sep-2021 03:30 PM,techsummary_76066.pdf (1222.12 KB),PWD,2021_PWD_50870_1,NIT NO.9176-9235,Construction of 2 Nos. (30.00 mtr. span each) RCC Box Girder Bridge including both side approaches on over Soon Khad on Garla Dei Bhawarna via Henja Swargjan link road at RD 0/266 and 1/515 under SCSP,15-Dec-2021,"INR 8,958,792.86",365.0,Manish Sehgal,15-Dec-2021 01:23 PM,AOC.pdf (1053.00 KB),AOC,Sh. Manish Sehgal,Internal,Himanshu Verma AE Harjeet Singh Supdt Suresh Kumar HDM Suraj Parkash Sr DAO Manjeet Kumar Jr Asstt,Manish Sehgal,15-Dec-2021 01:18 PM,finsummary_76066.pdf (489.16 KB),AOC
,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2.0,229043.0,Manoj Kumar,17-Aug-2021 03:48 PM,Rejected-AOC,Bidder Rank-L2,15-Dec-2021 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The valid enlistment/registration of contractor in appropriate class.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,229417.0,Nikhil Thakur,11-Aug-2021 08:11 PM,Rejected-Technical,Non-Responsive,01-Sep-2021 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Registration Copy of (Tax/Vat/TIN/GST/PAN).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,230553.0,RAMAN KUMAR,18-Aug-2021 09:50 AM,Rejected-AOC,Bidder Rank-L3,15-Dec-2021 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,229418.0,SAHIL RANA GOVT CONTRACTOR,11-Aug-2021 07:24 PM,Rejected-Technical,Non-Responsive,01-Sep-2021 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,229422.0,TANUJ SHARMA,18-Aug-2021 10:03 AM,Accepted-AOC,Bidder Rank-L1,15-Dec-2021 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Balance Sheet for the last five years duly signed by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,229301.0,VISHAL THAKUR,11-Aug-2021 11:13 PM,Rejected-Technical,Non-Responsive,01-Sep-2021 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that informations furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no near relative working in HP.PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery along with photo copy of RC and staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
