EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"75,300",No,fixed,,Nil,Nil,Executive Engineer,HPSIDC Ltd. Shimla,Construction of Sericulture Exhibition and training centre at Dehra Teh. Dehra Distt. Kangra (HP).,Construction of Sericulture Exhibition and training centre at Dehra Teh. Dehra Distt. Kangra (HP).,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,270.0,Dehra (Kangra),177101.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),28-Apr-2021 11:00 AM,06-May-2021 11:00 AM,28-Apr-2021 11:00 AM,05-May-2021 05:00 PM,NA ,NA ,28-Apr-2021 11:00 AM,05-May-2021 05:00 PM,27-Jul-2021 11:00 AM,"5,000",Nil,Nil,No,HP SIDC Limited,Job No. 6,2021_SIDC_46922_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,1.0,210682.0,Ajay Kumar,INR,"5,309,862",07-Sep-2021,"INR 5,309,862",270.0,Sushant Singh Negi,03-Dec-2021 12:41 PM,ajaykumar.pdf (1398.00 KB),AOC,HP SIDC Limited,2021_SIDC_46922_1,Job No. 6,Construction of Sericulture Exhibition and training centre at Dehra Teh. Dehra Distt. Kangra (HP).,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,30-Jul-2021 04:11 PM,finsummary_70497.pdf (512.02 KB),Finance,Financial summary,Sushant Singh Negi,30-Jul-2021 04:08 PM,finance_70497.pdf,BOQ Comparative Chart,1.0,210682.0,Ajay Kumar,04-May-2021 01:50 PM,Accepted-AOC,AOC,03-Dec-2021 12:41 PM,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,26-Jul-2021 04:54 PM,27-Jul-2021 11:00 AM,techsummary_70497.pdf (751.74 KB),Technical,Technical summary,Sushant Singh Negi,26-Jul-2021 04:52 PM,technical_70497.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210354.0,Bhag Singh,30-Apr-2021 02:27 PM,Rejected-Finance,Third lowest bidder,30-Jul-2021 04:11 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,210785.0,Saravjeet,05-May-2021 11:35 AM,Rejected-Finance,Fourth lowest bidder,30-Jul-2021 04:11 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210924.0,Shallu Malik Govt Contractor,05-May-2021 12:31 PM,Rejected-Finance,Fifth lowest bidder,30-Jul-2021 04:11 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,210945.0,shri chand,05-May-2021 01:52 PM,Rejected-Technical,The successfully completed similar type of one work not less than 40 percent of estimated cost during last five years (without liquidated damage or compensation) has not submitted as per tender condition,26-Jul-2021 04:54 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,211233.0,Suresh Kumar,05-May-2021 04:05 PM,Rejected-Finance,Second lowest bidder,30-Jul-2021 04:11 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
