Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
16-Dec-2021,"INR 1,086,093",60.0,Hoshiar Singh,16-Dec-2021 06:42 PM,awarddineshkr.pdf (1093.00 KB),award letter a/w award letter,Finance,Summary of cover-II,Hoshiar Singh,14-Jun-2021 05:43 PM,finance_71371.pdf,BOQ Comparative Chart,Technical,Summary of cover 1,Hoshiar Singh,08-Jun-2021 03:39 PM,technical_71371.pdf,Er. Hoshiar Singh Executive Engineer JS Division Amb,Internal,"Sh. Mohinder Paul, Sr.DAO , Sh. Subhash Chand, DHD and Smt. Devinder Kaur , Superintendent Gr. II, Jal Shakti Divisional Amb",Hoshiar Singh,08-Jun-2021 03:41 PM,08-Jun-2021 03:50 PM,techsummary_71371.pdf (1588.71 KB),1,214534,abhishek khajanchi,02-Jun-2021 09:33 AM,Rejected-Finance,DUE TOL11,16-Dec-2021 06:39 PM,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",2021_HPIPH_47548_1,EEJSD Amb P/L and jointing HDPE pipe,Providing irrigation facility to Village Kuthera Kherla in Tehsil Amb Distt. Una HP SH P/L joining and testing of HDPE pipe,1.0,214335.0,Dinesh Kumar,INR,"1,086,093",Er. Hoshiar Singh EE,Internal,"Devinder Kour Supdt Gr.II, Mohinder Sr. DAO and Raj Kumar HDM",Hoshiar Singh,16-Dec-2021 06:39 PM,finsummary_71371.pdf (767.51 KB),AOC,Executive Engineer,Jal Shakti Division Amb,400.0,EE JS Division Amb,Amb,No,"38,879",Yes,fixed,,EE JS Division Amb,Amb,19-May-2021 06:00 PM,02-Jun-2021 12:30 PM,19-May-2021 06:00 PM,02-Jun-2021 11:00 AM,NA ,NA ,19-May-2021 06:00 PM,02-Jun-2021 11:00 AM,08-Jun-2021 03:50 PM,1.0,Corrigendum,Other,,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,copy of enlistment as per NIT condition 11 i,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EEJSD Amb P/L and jointing HDPE pipe,2021_HPIPH_47548_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,Providing irrigation facility to Village Kuthera Kherla in Tehsil Amb Distt. Una HP SH P/L joining and testing of HDPE pipe,Providing irrigation facility to Village Kuthera Kherla in Tehsil Amb Distt. Una HP SH P/L joining and testing of HDPE pipe,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,60.0,Amb,177203.0,NA ,NA ,NA ,Amb,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,214311,ajay kumar sarmai,01-Jun-2021 01:58 PM,Rejected-Finance,DUE TOL12,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,"Tender cost and earnest money as per NIT condition 11 ii , iii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,214335,Dinesh Kumar,31-May-2021 01:44 PM,Accepted-AOC,due to L1,16-Dec-2021 06:42 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of I/Tax, GST No and its clearance cert. PAN No and EPF regis. as per NIT cond. 11 V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4,214430,Naveen Kumar,01-Jun-2021 12:28 PM,Rejected-Finance,DUE TOL4,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of an affidavit as per NIT condition 11 vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5,214473,Nirbhay Singh Jaswal,02-Jun-2021 07:17 AM,Rejected-Finance,L3,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of work done as per NIT condition 11 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,6,214438,Om Parkash Govt Contrator,01-Jun-2021 01:52 PM,Rejected-Finance,DUE TOL7,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,form 6 and 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,7,214248,Pawan Kumar Sharma Govt Contractor,30-May-2021 02:25 PM,Rejected-Finance,DUE TOL10,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,8,214520,RAKESH KUMAR,01-Jun-2021 10:23 PM,Rejected-Finance,DUE TOL2,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,scheduled of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,9,213949,Ravinder Kumar Sahore,27-May-2021 10:24 AM,Rejected-Finance,DUE TO L5,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,10,214415,sachin ohri govt contractor,01-Jun-2021 11:10 AM,Rejected-Finance,DUE TOL9,16-Dec-2021 06:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
