Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Technical,Proceeding,Sandeep Sobti,19-May-2021 03:51 PM,technical_71097.pdf,1.0,212376.0,DHARAM PAL GOVT CONTRACTOR,15-May-2021 01:48 PM,Accepted-AOC,1st lowest,24-Dec-2021 12:18 PM,Finance,proceeding,Sandeep Sobti,13-Dec-2021 03:11 PM,None,BOQ Comparative Chart,1.0,212376.0,DHARAM PAL GOVT CONTRACTOR,INR,"1,520,424",Er. S.K. Sobti,Internal,DAO Supdt.,Sandeep Sobti,24-Dec-2021 12:17 PM,finsummary_71097.pdf (318.80 KB),24-Dec-2021,"INR 1,706,423",365.0,Sandeep Sobti,24-Dec-2021 12:18 PM,Dharampal47348.pdf (647.00 KB),Award letter,PWD,2021_PWD_47348_1,PW/RMP/TA/2021-565-67 dated 26.04.2021,Routine Maintenance of Nogli Taklech road km 0.000 to 14.000 (Above 1500 mtr) under PBMC (Performance Based Maintenance Contract for the year 2021.22),Er. S.K. Sobti,Internal,Supdt. DAO,Sandeep Sobti,19-May-2021 03:53 PM,19-May-2021 04:00 PM,techsummary_71097.pdf (318.81 KB),AOC,1.0,DD - Demand Draft,10-May-2021 11:00 AM,17-May-2021 11:00 AM,10-May-2021 11:00 AM,17-May-2021 09:00 AM,10-May-2021 11:00 AM ,17-May-2021 09:00 AM ,10-May-2021 11:00 AM,17-May-2021 09:00 AM,19-May-2021 04:00 PM,"34,000",Yes,fixed,,EE Rampur,Rampur,Routine Maintenance of Nogli Taklech road km 0.000 to 14.000 (Above 1500 mtr) under PBMC (Performance Based Maintenance Contract for the year 2021.22),Routine Maintenance of Nogli Taklech road km 0.000 to 14.000 (Above 1500 mtr) under PBMC (Performance Based Maintenance Contract for the year 2021.22),Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,NA ,EE B and R Division HPPWd Rampur,172001.0,NA ,NA ,NA ,EE Rampur,No ,No,PWD,PW/RMP/TA/2021-565-67 dated 26.04.2021,2021_PWD_47348_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE Rampur,Rampur,Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),EE Rampur,EE B and R Division HPPWD Rampur,AOC
,,,,,2.0,212379.0,JAGDISH KUMAR GOVT. CONTRACTOR,15-May-2021 01:52 PM,Rejected-AOC,2nd lowest,24-Dec-2021 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General Rule No 21),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature and detail of ongoing works (Refer General Rule No 19),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration under Employees Provident Funds and Miscellaneous Provision act 1952,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Clearance of GST return attested by CA.,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
