EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"11,52,800",No,fixed,,Nil,Nil,EE JS Division Sundernagar,EE JS Division Sundernagar,1.0,OFFICE ORDER,Date,,1.0,Fee/PreQual/Technical,.pdf,Bid security be submitted online as per NIT,1.0,ICICI BANK,03-Aug-2021 11:15 AM,24-Aug-2021 11:00 AM,03-Aug-2021 11:15 AM,23-Aug-2021 05:00 PM,NA ,NA ,03-Aug-2021 11:15 AM,23-Aug-2021 05:00 PM,01-Sep-2021 11:30 AM,"2,500",Nil,Nil,No,Multivillage Water Supply Scheme Dehar and adjoining areas in Tehsil Sundernagar Nihri Distt Mandi HP,SH Const Civil works PL Rising mains Pumping machinery Gravity mains and Distribution System,Please refer Tender documents. ,NA ,"11,52,74,078",Civil Works - Water Works,NA ,Tender,120.0,300.0,Sundernagar,175018.0,NA ,NA ,NA ,Sundernagar,No ,No,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||S.nagar,Irrigation and Public Health,HP",EE JSD SNR Tender 2021- 6106-50 dt. 02.08.2021,2021_HPIPH_50707_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Er. Dharmendra Gill,Internal,Er. Upender Vaidya SE SNR Er. B S Thakur SE (D) Er. Hina Sabhrawal EE (D) Er. Anil Verma EE SNR Er. DC Rawat AE (D) Sh. Ashwani Sharma AC (FAS),Anil Verma,03-Dec-2021 02:59 PM,finsummary_75833.pdf (717.29 KB),"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||S.nagar,Irrigation and Public Health,HP",2021_HPIPH_50707_1,EE JSD SNR Tender 2021- 6106-50 dt. 02.08.2021,Multivillage Water Supply Scheme Dehar and adjoining areas in Tehsil Sundernagar Nihri Distt Mandi HP,1.0,228591.0,punjab irrigation and farm solutions,INR,"117,863,491",03-Dec-2021,"INR 115,274,078",300.0,Anil Verma,03-Dec-2021 03:02 PM,AwardDehar.pdf (3293.00 KB),Work awarded to lowest bidder,Technical,"All the firms/ bidders have uploaded all the documents as per NIT criteria, hence eligible for opening of financial bids.",Anil Verma,01-Sep-2021 11:00 AM,technical_75833.pdf,Finance,Four BOQ and BOQ comparative Chart has been successfully generated and downloaded,Anil Verma,01-Sep-2021 01:22 PM,finance_75833.pdf,BOQ Comparative Chart,1.0,230858.0,Kashmirilal Constructions Pvt. Ltd.,23-Aug-2021 03:52 PM,Rejected-Finance,Other than lowest,03-Dec-2021 02:59 PM,"Er. Dharmendra Gill, CE",Internal,"Er. Upender Vaidya, SE SNR Er. Bhim Singh Thakur SE (D), Er. Anil Verma, EE SNR Er. D.C. Rawat AE(D-1) Sh. Ashwani Sharma, Asstt. Controller",Anil Verma,01-Sep-2021 11:05 AM,01-Sep-2021 11:30 AM,techsummary_75833.pdf (717.29 KB),AOC
,,,,,,,,,,,,,,.pdf,Cost of bid form be submitted online as per NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,229750.0,Lahoty Buildcon Limited,14-Aug-2021 05:05 PM,Rejected-Finance,Other than lowest,03-Dec-2021 02:59 PM,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Scan copy of affidavit that I have studied all terms and condition as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,228591.0,punjab irrigation and farm solutions,16-Aug-2021 10:33 AM,Accepted-AOC,Lowest bidder,03-Dec-2021 03:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Scan copy of contractor registration as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,231360.0,S.k.sharma contractor and engineer,22-Aug-2021 03:36 PM,Rejected-Finance,Other than lowest,03-Dec-2021 02:59 PM,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Scan copy of PAN and GST Registration as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Scan copy of authorization certificate of DSC as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Scan copy of annual financial turn over during last 3 years ending 3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Scan copy of experience of similar work completed last 7 yrs as per NIT pt. vi to x I/c sub para,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Detailed proposal alongwith const programme in the shape of Bar Chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Make/Model of the proposed pumping machinery alongwith characteristics curves as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
