Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Executive Engineer,HPSIDC Ltd. Shimla,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),1.0,ICICI BANK,"1,14,600",No,fixed,,Nil,Nil,HP SIDC Limited,Job No. 7,2021_SIDC_48927_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of type-II staff qtrs 6 Nos. at Jail Nerchowk, Distt.Mandi (HP).","Construction of type-II staff qtrs 6 Nos. at Jail Nerchowk, Distt.Mandi (HP).",Please refer Tender documents. ,NA ,"82,09,339",Civil Works - Buildings,NA ,Tender,120.0,730.0,Nerchowk (Mandi),175008.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,"5,900",Nil,Nil,No,23-Jun-2021 11:00 AM,30-Jun-2021 11:00 AM,23-Jun-2021 11:00 AM,29-Jun-2021 05:00 PM,NA ,NA ,23-Jun-2021 11:00 AM,29-Jun-2021 05:00 PM,19-Jul-2021 11:00 AM,AOC,Finance,Financial summary,Sushant Singh Negi,22-Jul-2021 11:07 AM,finance_73327.pdf,BOQ Comparative Chart,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,17-Jul-2021 10:38 AM,19-Jul-2021 11:00 AM,techsummary_73327.pdf (676.84 KB),Technical,Technical summary,Sushant Singh Negi,17-Jul-2021 10:34 AM,technical_73327.pdf,1.0,220247.0,Biri SIngh,29-Jun-2021 03:22 PM,Accepted-AOC,Award letter,03-Dec-2021 12:22 PM,16-Nov-2021,"INR 11,020,258",730.0,Sushant Singh Negi,03-Dec-2021 12:22 PM,birisingh.pdf (999.00 KB),AOC,1.0,220247.0,Biri SIngh,INR,"11,020,258",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,22-Jul-2021 11:10 AM,finsummary_73327.pdf (271.21 KB),HP SIDC Limited,2021_SIDC_48927_1,Job No. 7,"Construction of type-II staff qtrs 6 Nos. at Jail Nerchowk, Distt.Mandi (HP).",AOC
,,,,.pdf,Signed copy of agreement form and approved make for materials,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,220119.0,GD Builders & Construction Associates,29-Jun-2021 04:59 PM,Rejected-Technical,The successfully completed similar type of one work not less than 40 percent of estimated cost has not submitted as per tender condition,17-Jul-2021 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,220148.0,KHUB RAM,29-Jun-2021 01:19 PM,Rejected-Finance,Second lowest bidder,22-Jul-2021 11:10 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of existing commitments / ongoing work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Details of machineries equipments/ skilled engineers/ technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
