Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Proceeding,Sandeep Sobti,28-Jul-2021 04:31 PM,technical_74884.pdf,1.0,225139.0,Dhyan Singh,24-Jul-2021 12:43 PM,Accepted-AOC,1st lowest,24-Dec-2021 11:52 AM,1.0,225139.0,Dhyan Singh,INR,"671,110",Finance,Proceeding,Sandeep Sobti,24-Dec-2021 11:28 AM,None,BOQ Comparative Chart,24-Dec-2021,"INR 742,937",60.0,Sandeep Sobti,24-Dec-2021 11:52 AM,DhayanSIngh50070.pdf (548.00 KB),Award letter,Er. S.K. Sobti,Internal,DAO Supdt.,Sandeep Sobti,24-Dec-2021 11:43 AM,finsummary_74884.pdf (287.45 KB),Er. S.K. Sobti,Internal,AE Rampur DHD,Sandeep Sobti,28-Jul-2021 04:46 PM,29-Jul-2021 11:00 AM,techsummary_74884.pdf (287.45 KB),PWD,2021_PWD_50070_1,PW/RMP/TA/2021-2743-45 dated 28.06.2021,"A.R and M.O HPPWD, Rest House at Nankhari Distt. Shimla HP",AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),"A.R and M.O HPPWD, Rest House at Nankhari Distt. Shimla HP",SH Repair of roofing,Please refer Tender documents. ,NA ,"7,42,937",Civil Works - Buildings,NA ,Tender,90.0,NA ,EE B and R Division HPPWd Rampur,172001.0,NA ,NA ,NA ,EE Rampur,No ,No,"15,000",Yes,fixed,,EE Rampur,Rampur,EE Rampur,EE B and R Division HPPWD Rampur,20-Jul-2021 05:00 PM,26-Jul-2021 11:00 AM,20-Jul-2021 05:00 PM,26-Jul-2021 09:00 AM,20-Jul-2021 05:00 PM ,26-Jul-2021 09:00 AM ,20-Jul-2021 05:00 PM,26-Jul-2021 09:00 AM,29-Jul-2021 11:00 AM,PWD,PW/RMP/TA/2021-2743-45 dated 28.06.2021,2021_PWD_50070_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,350.0,EE Rampur,Rampur,Yes,AOC
,,,,,2.0,225145.0,M/S RAJNEESH MEHTA,24-Jul-2021 12:57 PM,Rejected-AOC,2nd lowest,24-Dec-2021 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST registration (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work Done Certificate of similar nature and detail of ongoing works (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Registration under Employees Provident Funds and Miscellaneous Provision act 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Clearance of GST return attested by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
