Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
22-Dec-2021,"INR 971,040",90.0,Janam Singh,22-Dec-2021 02:52 PM,Kohla.pdf (159.00 KB),AOC,Er.J.S. Rana,Internal,"GA, Supdt.DAO, HDM",Janam Singh,22-Dec-2021 02:48 PM,finsummary_80059.pdf (155.11 KB),Er.J.S. Rana,Internal,"GA, Supdt. DAO HDM",Janam Singh,25-Nov-2021 12:54 PM,25-Nov-2021 12:55 PM,techsummary_80059.pdf (155.11 KB),PWD,2021_PWD_53487_7,PWN/CB/GA/3774-79 dt.6/11/21,Const. of link road to Harijan Basti Kohla Dhalialan kms 0/0 to 2/0,Technical,Bid opening summary,Janam Singh,25-Nov-2021 12:47 PM,technical_80059.pdf,1,244505,JAKUB DIN,23-Nov-2021 09:30 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,1.0,244751.0,SANJEEV KUMAR,INR,"971,040",Finance,Bid opening summary,Janam Singh,22-Dec-2021 02:41 PM,finance_80059.pdf,BOQ Comparative Chart,AOC,Const. of link road to Harijan Basti Kohla Dhalialan kms 0/0 to 2/0,P/L GSB and G-II in kms 0/0 to 0/280 and cement concrete pavement in kms. 0/0 to 0/280.,Please refer Tender documents. ,NA ,"9,79,447",Civil Works - Roads,NA ,Tender,75.0,90.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,1.0,ICICI BANK,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,PWD,PWN/CB/GA/3774-79 dt.6/11/21,2021_PWD_53487_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,15-Nov-2021 11:30 AM,25-Nov-2021 10:30 AM,15-Nov-2021 11:30 AM,24-Nov-2021 04:00 PM,15-Nov-2021 11:30 AM ,24-Nov-2021 04:00 PM ,15-Nov-2021 11:30 AM,24-Nov-2021 04:00 PM,25-Nov-2021 12:55 PM,Executive Engineer,"Nurpur Division, HP PWD., Nurpur.","19,600",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,244710,MANGAL SINGH GOVT. CONTRACTOR,24-Nov-2021 02:16 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,Earnest money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,244713,M/S JAIKESH PUNNI GOVT CONTRACTOR,24-Nov-2021 03:18 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment as Contractor in HP PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,244336,NARESH KATOCH,23-Nov-2021 03:54 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding ownership of plant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,244603,PANKAJ MAHAJAN,24-Nov-2021 10:43 AM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,244656,Parshotam Singh,24-Nov-2021 12:42 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,244372,RAJESH SHARMA,23-Nov-2021 04:13 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,244522,RAVI SHARMA,24-Nov-2021 01:23 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,244655,SANDEEP CHAHAL,24-Nov-2021 02:40 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,244751,SANJEEV KUMAR,24-Nov-2021 03:26 PM,Accepted-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,244385,vikram pathania,24-Nov-2021 12:39 PM,Rejected-AOC,qualified,22-Dec-2021 02:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
