S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of bid documents,PWD,Elect. Division HPPWD Palampur,2021_PWD_50512_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"1,500",Executive Engineer,"Elect. Division, HPPWD Palampur",No,Executive Engineer,Elect. Division HPPWD Palampur,"48,400",No,fixed,,Executive Engineer,"Elect. Division, HPPWD Palampur",29-Jul-2021 11:00 AM,06-Aug-2021 11:30 AM,29-Jul-2021 11:00 AM,05-Aug-2021 05:00 PM,NA ,NA ,29-Jul-2021 11:00 AM,05-Aug-2021 05:00 PM,09-Aug-2021 10:00 AM,"Providing, installation, testing and commissioning of 250KVA silent D.G. set for the new PSA Plant in Civil Hospital at Kangra, Tehsil and Distt. Kangra, HP","Providing, installation, testing and commissioning of 250KVA silent D.G. set for the new PSA Plant in Civil Hospital at Kangra, Tehsil and Distt. Kangra, HP",Please refer Tender documents. ,NA ,"27,24,978",Electrical Works,NA ,Tender,120.0,30.0,Kangra Distt. Kangra,176001.0,NA ,NA ,NA ,Palampur,No ,No,AOC,Er. Dalip Patial Executive Engineer,Internal,Sh. Manoj Kumar Supdt. Sh. Sanjay Awasthi Sh. Atul Nag JDM,Dalip singh Patial,07-Aug-2021 08:07 PM,09-Aug-2021 10:00 AM,techsummary_75539.pdf (314.03 KB),PWD,2021_PWD_50512_2,Elect. Division HPPWD Palampur,"Providing, installation, testing and commissioning of 250KVA silent D.G. set for the new PSA Plant in Civil Hospital at Kangra, Tehsil and Distt. Kangra, HP",20-Dec-2021,"INR 2,724,979",30.0,Dalip singh Patial,20-Dec-2021 03:34 PM,awardDGKangra.pdf (1251.00 KB),awarded vide this office No. 2715-20 dated 09-08-2021,Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Manoj Kumar Supdt. Sh. Manoj Kumar Sr. Asstt. Sh. Atul Nag JDM,Dalip singh Patial,02-Oct-2021 05:15 PM,finsummary_75539.pdf (179.11 KB),1.0,227237.0,Deepak Sood,05-Aug-2021 01:32 PM,Accepted-AOC,L1,20-Dec-2021 03:34 PM,Technical,as per uploaded document,Dalip singh Patial,07-Aug-2021 08:03 PM,technical_75539.pdf,Finance,as per uploaded document,Dalip singh Patial,02-Oct-2021 05:13 PM,finance_75539.pdf,BOQ Comparative Chart,1.0,227237.0,Deepak Sood,INR,"2,627,866",AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money Deposited (EMD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,227180.0,Kalra Hardware and Electric Store,04-Aug-2021 11:57 AM,Rejected-AOC,L2,20-Dec-2021 03:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Valid registration certificate in appropriate class of HPPWD Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,227318.0,KUMAR ELECTRONICS CO.,04-Aug-2021 04:43 PM,Rejected-AOC,L3,20-Dec-2021 03:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Authorization by OEM as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,227695.0,SHARMA ELECTRICAL CO.,05-Aug-2021 02:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Aug-2021 08:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Annual financial turnover as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done certificate as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,EPF registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Latest ITR filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form-8 printed of judicial papers duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
