Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),Executive Engineer,HPSIDC Ltd. Shimla,Providing 8 passenger elevators at RTO office Shimla (HP).,Providing 8 passenger elevators at RTO office Shimla (HP).,Please refer Tender documents. ,NA ,"17,90,000",Civil Works - Water Works,passenger elevator ,Tender,120.0,60.0,Shimla,171001.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,25-Aug-2021 11:00 AM,02-Sep-2021 11:00 AM,25-Aug-2021 11:00 AM,01-Sep-2021 05:00 PM,NA ,NA ,25-Aug-2021 11:00 AM,01-Sep-2021 05:00 PM,06-Sep-2021 04:25 PM,1.0,ICICI BANK,"34,400",No,fixed,,Nil,Nil,HP SIDC Limited,Job No. 13,2021_SIDC_51584_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Financial summary,Sushant Singh Negi,13-Sep-2021 04:46 PM,finance_77073.pdf,BOQ Comparative Chart,SE,Internal,"Manager(F), AE(Elect), EE(HQ)",Sushant Singh Negi,06-Sep-2021 04:23 PM,06-Sep-2021 04:25 PM,techsummary_77073.pdf (475.45 KB),Technical,Technical summary,Sushant Singh Negi,06-Sep-2021 04:21 PM,technical_77073.pdf,1.0,233302.0,M/s AMAN SHARMA,01-Sep-2021 04:33 PM,Rejected-Technical,Not submit the requisite documents,06-Sep-2021 04:23 PM,20-Nov-2021,"INR 2,090,000",60.0,Sushant Singh Negi,03-Dec-2021 02:40 PM,liftshimla.pdf (1055.00 KB),AOC,1.0,233111.0,SHARMA ELECTRICAL CO.,INR,"2,090,000",SE,Internal,"DM, Manager(F), EE(HQ)",Sushant Singh Negi,13-Sep-2021 04:50 PM,finsummary_77073.pdf (28.37 KB),HP SIDC Limited,2021_SIDC_51584_1,Job No. 13,Providing 8 passenger elevators at RTO office Shimla (HP).,AOC
,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,233166.0,PRAGATI ELECTRICAL AND ELECTRONIC CO,01-Sep-2021 12:26 PM,Rejected-Finance,Second lowest bidder,13-Sep-2021 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,233111.0,SHARMA ELECTRICAL CO.,31-Aug-2021 05:14 PM,Accepted-AOC,Award letter,03-Dec-2021 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
