Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
400.0,Nil,Nil,No,Providing LWSS Harsi Sanghole (Under Jal Jeevan Mission) in Tehsil Jaisinghpur Distt. Kangra,Providing LWSS Harsi Sanghole (Under Jal Jeevan Mission) in Tehsil Jaisinghpur Distt. Kangra,Please refer Tender documents. ,NA ,"19,83,790",Civil Works - Water Works,NA ,Tender,120.0,180.0,Providing LWSS Harsi Sanghole (Under Jal Jeevan Mi,176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest money etc Shall be deposited through online mode ( E-Payment ).,1.0,ICICI BANK,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (9657-98 dated 15.09.2021),2021_HPIPH_52349_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,16-Sep-2021 09:00 AM,24-Sep-2021 11:30 AM,16-Sep-2021 09:00 AM,23-Sep-2021 05:00 PM,NA ,NA ,16-Sep-2021 09:00 AM,23-Sep-2021 05:00 PM,21-Oct-2021 12:15 PM,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,"37,256",Yes,fixed,,Nil,Nil,AOC,Superintending Enginner JSV Circle Dharamshala,External,"Supdtt,Gr-1, JSV Circle Dharamshala,AE(D)Supdtt,Gr-1, JSV Circle Dharamshala,EE (D) Supdtt,Gr-1, JSV Circle Dharamshala,EE JSV Division Thural",Anil Kumar,21-Oct-2021 12:13 PM,21-Oct-2021 12:15 PM,techsummary_78196.pdf (1384.63 KB),1.0,237490.0,Bharat Engg and Suppliers,23-Sep-2021 03:21 PM,Rejected-AOC,accept,29-Dec-2021 01:02 PM,Finance,BOQ downloded sucessfully summary attached,Anil Kumar,21-Oct-2021 12:32 PM,finance_78196.pdf,BOQ Comparative Chart,Technical,4 Nos contractor/ Firm found eligible by the technical committee,Anil Kumar,21-Oct-2021 12:08 PM,technical_78196.pdf,16-Dec-2021,"INR 3,468,446",180.0,Anil Kumar,29-Dec-2021 01:02 PM,AOC.pdf (54.00 KB),"M,S Rajesh Engg.Service Govt.Cont. VPO Sujanpur Doli Tehsil Sujanpur . District Hamirpur HP",Executive Engineer JSV Division Thural,Internal,"DAO,Supdtt,HDM,AEtoEE",Anil Kumar,21-Oct-2021 12:36 PM,finsummary_78196.pdf (85.02 KB),1.0,237021.0,RAJE ENGINNERING WORKS,INR,"3,468,446","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2021_HPIPH_52349_1,THL-KNG05-729 (9657-98 dated 15.09.2021),Providing LWSS Harsi Sanghole (Under Jal Jeevan Mission) in Tehsil Jaisinghpur Distt. Kangra,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,237021.0,RAJE ENGINNERING WORKS,22-Sep-2021 10:04 AM,Accepted-AOC,Accept,29-Dec-2021 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax and GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,236877.0,SANJAY SAINI,20-Sep-2021 08:19 PM,Rejected-AOC,accept,29-Dec-2021 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The list of similar nature work done/ completed /work in progress with performance certificate d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,237502.0,Sunny Kapoor,23-Sep-2021 04:49 PM,Rejected-AOC,accept,29-Dec-2021 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidder must attach the curve chart of pumping machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
