Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,PWD- Civil-7328-Tanda,2021_PWD_52228_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,"28,000",No,fixed,,Nil,Nil,25-Oct-2021 04:00 PM,01-Nov-2021 11:30 AM,25-Oct-2021 04:00 PM,01-Nov-2021 10:00 AM,NA ,NA ,25-Oct-2021 04:00 PM,01-Nov-2021 10:00 AM,10-Nov-2021 11:00 AM,500.0,Nil,Nil,No,1.0,ICICI BANK,Executive Engineer,O/o Executive Engineer HP PWD Division Tanda,"PBMC of Samloi Sarotri (Nihargalu) road (HP0408VR0003) Km 0/000 to 4/600, Nihargalu Bhatti to Jalot road (HP0408VR0057) Km 3/000 to 14/000 and Nihargalu (Upperli Kothian) to Barana road (HP0408VR0091) Km 0/000 to 4/600 in Distt Kangra","PBMC of Samloi Sarotri (Nihargalu) road (HP0408VR0003) Km 0/000 to 4/600, Nihargalu Bhatti to Jalot road (HP0408VR0057) Km 3/000 to 14/000 and Nihargalu (Upperli Kothian) to Barana road (HP0408VR0091) Km 0/000 to 4/600 in Distt Kangra",Please refer Tender documents. ,NA ,"13,98,297",Civil Works - Roads,NA ,Tender,120.0,365.0,Tanda,176002.0,NA ,NA ,NA ,O/o Executive Engineer HP PWD Division Tanda,No ,No,AOC,Finance,Sum,Ankit Kumar,13-Dec-2021 01:09 PM,finance_79438.pdf,BOQ Comparative Chart,1.0,241575.0,atul thakur,31-Oct-2021 11:43 AM,Rejected-Technical,Not Fulfill criteria,09-Nov-2021 04:02 PM,Technical,Sum,Suresh Kumar Walia,09-Nov-2021 04:01 PM,technical_79438.pdf,Dr Suresh Kumar Walia,Internal,Er Ankit AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,09-Nov-2021 04:02 PM,10-Nov-2021 11:00 AM,techsummary_79438.pdf (303.14 KB),1.0,241272.0,Saini,INR,"1,956,241",13-Dec-2021,"INR 1,398,297",365.0,Ankit Kumar,13-Dec-2021 01:28 PM,Award.pdf (501.00 KB),Award,PWD,2021_PWD_52228_10,PWD- Civil-7328-Tanda,"PBMC of Samloi Sarotri (Nihargalu) road (HP0408VR0003) Km 0/000 to 4/600, Nihargalu Bhatti to Jalot road (HP0408VR0057) Km 3/000 to 14/000 and Nihargalu (Upperli Kothian) to Barana road (HP0408VR0091) Km 0/000 to 4/600 in Distt Kangra",Dr Suresh Kumar Walia,Internal,Er Ankit AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,13-Dec-2021 01:11 PM,finsummary_79438.pdf (190.30 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Contractor registration No,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,241506.0,parveen kumar,30-Oct-2021 03:16 PM,Rejected-Finance,Lowest 2,13-Dec-2021 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,241272.0,Saini,30-Oct-2021 09:52 AM,Accepted-AOC,Award,13-Dec-2021 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EPF No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
