Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Impr. and Widen of Sujanpur to Hamirpur road via Chauri Patlander,Km 0.0 to 23.780 ic ROFD Retailing Wall Breast Wall Cross Drainage work Metalling and Tarring W-Metal Crash Barriers Road Side Drain Parapets Paver Blocks and Traffic Signs Board . MDR-104,Please refer Tender documents. ,NA ,"32,58,67,359",Civil Works - Roads,NA ,Tender,120.0,548.0,Tauni Devi,177001.0,SE office Hamirpur ,SE 8th Circle HPPWD Hamirpur ,11-Oct-2021 11:00 AM ,Hamirpur,No ,No,"12,000",EE Tauni Devi,Tauni Devi,No,1.0,Fee/PreQual/Technical,.pdf,EMD-Fixed deposit,"65,18,000",No,fixed,,EE Tauni Devi,EE Tauni Devi,Superintending Engineer,SE 8th Circle HPPWD Hamirpur,PWD,Imp._Wide. Sujanpur to Hamirpur via Chauri Patland,2021_PWD_52876_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,04-Oct-2021 05:00 PM,19-Oct-2021 11:30 AM,04-Oct-2021 05:00 PM,18-Oct-2021 05:00 PM,NA ,NA ,04-Oct-2021 05:00 PM,18-Oct-2021 05:00 PM,08-Nov-2021 11:00 AM,1.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,AOC,PWD,2021_PWD_52876_1,Imp._Wide. Sujanpur to Hamirpur via Chauri Patland,Impr. and Widen of Sujanpur to Hamirpur road via Chauri Patlander,CE(HZ),Internal,"SE-D,EETauni Devi,EE-D-1,SE8th circle,deputy controller",Rajeev Thakur,30-Oct-2021 04:20 PM,08-Nov-2021 11:00 AM,techsummary_79070.pdf (3281.34 KB),chief Engineer HZ,Internal,"supdt.gr1,dcHamirpur,eetaunidevi,ee1,sehamirpur, SED,",Rajeev Thakur,04-Dec-2021 10:52 AM,finsummary_79070.pdf (1148.01 KB),17-Dec-2021,"INR 270,406,991",548.0,Rajeev Thakur,17-Dec-2021 05:11 PM,LOACRF.pdf (913.00 KB),LOA,1.0,240662.0,Jandu Construction India Pvt. Ltd.,18-Oct-2021 02:13 PM,Rejected-Technical,"cost of tender form is less than required, affidavit regarding correctness is not proper",30-Oct-2021 04:20 PM,Technical,Bid opening summary,Rajeev Thakur,22-Oct-2021 04:48 PM,technical_79070.pdf,1.0,240759.0,Oasis Technocons Ltd.,INR,"270,406,991",Finance,Bid opening summary,Rajeev Thakur,08-Nov-2021 03:52 PM,None,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,240757.0,M.S JAGDISH CHAND GUPTA,18-Oct-2021 04:40 PM,Rejected-Technical,"the bidder does not fillfil the criteria under clause 4.5.3 (a), the bidder has not uploaded scanned copy of cost of tender form",30-Oct-2021 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Requirement as per Q.I. 3,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,240759.0,Oasis Technocons Ltd.,18-Oct-2021 04:26 PM,Accepted-AOC,L-1,17-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per ITB CL 16.1 of ITB Section I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,240742.0,OM PARKASH SHARMA AND SONS,18-Oct-2021 01:35 PM,Rejected-AOC,L-2,17-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration/constitution as per ITB CL 4.3 (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,239961.0,S.S.Chauhans Construction Private Limted,18-Oct-2021 02:09 PM,Rejected-AOC,L-3,17-Dec-2021 05:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,General Experience as per ITB CL 4.5.3 (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,General Experience as per ITB CL. 4.5.3 (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB CL 4.3 (g) and as per sample format in Q.I.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of key personal as per ITB CL 4.3 (e) and CL. 4.5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of key plant and equipment as per ITB Cl. 4.3 (d) and ITB CL 4.5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
