Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
C/O link road from Harizan Basti Gouta to Rihala 0/0 to 2/0,"SH C/O 900mm hume pipe culvert at RD 0/750 600mm dia at RD 0/545 Retaining wall at RD 0/780 to 0/810 construction of V-shape drain at RD 0/490 to 0/520 and 0/525 to 0/860 interlocking paver block 80mm thick at RD 0/543 to 0/550, 0/",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,90.0,Hamirpuir,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,EE Hamirpur,ExecutiveEngineer HPPWD Hamirpur,12-Mar-2021 06:00 PM,18-Mar-2021 11:30 AM,12-Mar-2021 06:00 PM,18-Mar-2021 10:30 AM,NA ,NA ,12-Mar-2021 06:00 PM,18-Mar-2021 10:30 AM,03-May-2021 11:00 AM,PWD,C/O link road from Harizan Basti Gouta to Rihala,2021_PWD_45465_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"18,500",No,fixed,,EE Hamirpur,EE Hamirpur,350.0,EE Hamirpur,EE Hamirpur,No,1.0,Fee/PreQual/Technical,.pdf,Detail of machinery as per SBD,1.0,DD - Demand Draft,AOC,EEHamirpur,Internal,SupdtHDMSrDAO,Vivek Sharma,03-May-2021 08:30 AM,03-May-2021 11:00 AM,techsummary_68406.pdf (1789.93 KB),PWD,2021_PWD_45465_1,C/O link road from Harizan Basti Gouta to Rihala,C/O link road from Harizan Basti Gouta to Rihala 0/0 to 2/0,07-Dec-2021,"INR 1,201,633",90.0,Vivek Sharma,07-Dec-2021 10:13 PM,AwardGouta.pdf (837.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,07-Dec-2021 10:10 PM,finsummary_68406.pdf (651.37 KB),1.0,204098.0,AJAY VERMA,18-Mar-2021 09:44 AM,Rejected-Technical,Rejected,03-May-2021 08:30 AM,Technical,Attached,Vivek Sharma,03-May-2021 08:17 AM,technical_68406.pdf,Finance,Attached,Vivek Sharma,07-Dec-2021 10:07 PM,finance_68406.pdf,BOQ Comparative Chart,1.0,204073.0,JAMEEL KHAN GOVT CONTRACTOR,INR,"1,201,632.74",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate AS PER SBD GENERAL RULES AND DIRECTIONS-19,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,204080.0,AMAN SHARMA GOVT.CONTRACTOR,17-Mar-2021 06:41 PM,Rejected-Finance,l2,07-Dec-2021 10:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender authorized Bank,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,204073.0,JAMEEL KHAN GOVT CONTRACTOR,17-Mar-2021 06:22 PM,Accepted-AOC,l1,07-Dec-2021 10:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration and GST and EPF Clearness latest statement,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money authorized Bank,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
