EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"20,100",No,fixed,,Executive Engineer R B M C Shimla,Shimla,500.0,Executive Engineer R B M C Shimla,Shimla,No,Municipal Corporation Shimla,2632Dated10092021,2021_MC_52485_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Form in shape of DD and Earnest money in shape of FD as per E procurement Notice,Widening of road near Link Road to BRO Office ward No 3 Kaithu,Widening of road near Link Road to BRO Office ward No 3 Kaithu,Please refer Tender Documents ,NA ,"10,05,132",Civil Works,NA ,Tender,120.0,90.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,18-Sep-2021 06:55 PM,29-Sep-2021 02:00 PM,18-Sep-2021 06:55 PM,28-Sep-2021 05:00 PM,NA ,NA ,18-Sep-2021 06:55 PM,28-Sep-2021 05:00 PM,16-Oct-2021 12:00 PM,AOC,20-Dec-2021,"INR 1,313,600",60.0,Rajesh Thakur,20-Dec-2021 11:56 AM,2021_MC_52485_4.pdf (409.00 KB),AOC,Finance,BOS,Rajesh Thakur,16-Oct-2021 02:43 PM,finance_78422.pdf,BOQ Comparative Chart,Technical,BOS,Gopesh Behl,16-Oct-2021 10:52 AM,technical_78422.pdf,1,238597,AJAY KUMAR,28-Sep-2021 01:45 PM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,EE,Internal,AGM SJPNL AO,Rajesh Thakur,20-Dec-2021 11:55 AM,finsummary_78422.pdf (294.95 KB),Municipal Corporation Shimla,2021_MC_52485_4,2632Dated10092021,Widening of road near Link Road to BRO Office ward No 3 Kaithu,1.0,238306.0,BHIM CHAND SHARMA,INR,"1,313,600",EE,Internal,AGM SJPNL AO,Gopesh Behl,16-Oct-2021 11:57 AM,16-Oct-2021 12:00 PM,techsummary_78422.pdf (4687.64 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal threof,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,238306,BHIM CHAND SHARMA,27-Sep-2021 02:30 PM,Accepted-AOC,Accepted due to lowest rates,20-Dec-2021 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,238332,MADAN SINGH,27-Sep-2021 03:27 PM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Scanned copy of tender document i.e. NIT (E-procurement notice), Form MW-7 and Performa duly signed",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,238524,MANTU KUMAR GUPTA,28-Sep-2021 11:46 AM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Schedule of Quantity (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,238467,SAHIB SINGH VIRDI,28-Sep-2021 03:39 PM,Rejected-Technical,Rejected,16-Oct-2021 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,238193,SUNIL SHARMA,27-Sep-2021 11:25 AM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,237894,SUNIL SHARMA,25-Sep-2021 01:04 PM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,238653,Vikram Singh,28-Sep-2021 04:33 PM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,238367,Vinod Kumar Shah,27-Sep-2021 04:26 PM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,238351,YOGESH THAKUR,27-Sep-2021 04:00 PM,Rejected-Finance,Rejected,20-Dec-2021 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
