Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PW-KMS-AB-NIT/2021-2996-97 dt.09.07.2021,2021_PWD_49794_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"42,200",No,fixed,,Nil,Nil,15-Jul-2021 05:00 PM,26-Jul-2021 11:00 AM,15-Jul-2021 05:30 PM,24-Jul-2021 06:00 PM,NA ,NA ,15-Jul-2021 05:30 PM,24-Jul-2021 06:00 PM,27-Jul-2021 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Copy of UTR number of payment made against cost of tender form.,1.0,ICICI BANK,500.0,Nil,Nil,No,M/T on Narkanda Madhawani road Portion Doza to Panchayat Head Quarter Madhawani Km 0/000 to 1/160 SH P/L Grading III and Premix Carpet in Km 0/000 to 1/160,M/T on Narkanda Madhawani road Portion Doza to Panchayat Head Quarter Madhawani Km 0/000 to 1/160 SH P/L Grading III and Premix Carpet in Km 0/000 to 1/160,Please refer Tender documents. ,NA ,"23,12,280",Civil Works - Roads,NA ,Tender,90.0,90.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,Executive Engineer,Kumarsain Division HPPWD Kumarsain,AOC,1.0,225221.0,VIDYA DUTT GAUTAM,INR,"2,081,052",Finance,Summary of Technical Bid Evaluation,Manoj Kumar Sehgal,27-Jul-2021 04:58 PM,finance_74494.pdf,BOQ Comparative Chart,1.0,225112.0,Arun Mehta Govt Contractor,24-Jul-2021 12:04 PM,Rejected-Finance,Due to 4th Lowest Bidder,27-Aug-2021 02:59 PM,Technical,Bid Opening Summary,Manoj Kumar Sehgal,26-Jul-2021 12:12 PM,technical_74494.pdf,PWD,2021_PWD_49794_1,PW-KMS-AB-NIT/2021-2996-97 dt.09.07.2021,M/T on Narkanda Madhawani road Portion Doza to Panchayat Head Quarter Madhawani Km 0/000 to 1/160 SH P/L Grading III and Premix Carpet in Km 0/000 to 1/160,Er. Manoj Sehgal,Internal,"XEN, Supdt. Gr-II, HDM",Manoj Kumar Sehgal,27-Jul-2021 03:39 PM,27-Jul-2021 04:00 PM,techsummary_74494.pdf (448.16 KB),Er. Manoj Sehgal,Internal,"XEN, Supdt. Gr-II, HDM",Manoj Kumar Sehgal,27-Aug-2021 02:59 PM,finsummary_74494.pdf (360.65 KB),22-Dec-2021,"INR 2,081,052",90.0,Manoj Kumar Sehgal,22-Dec-2021 04:56 PM,a.pdf (814.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of UTR number of payment made against earnest money.,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,225161.0,Surjeet Kumar,24-Jul-2021 03:48 PM,Rejected-Finance,Due to 2nd Lowest Bidder,27-Aug-2021 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,225042.0,Tara Chand Mehta,24-Jul-2021 10:28 AM,Rejected-Finance,Due to 3rd Lowest Bidder,27-Aug-2021 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,225221.0,VIDYA DUTT GAUTAM,24-Jul-2021 05:50 PM,Accepted-AOC,Awarded,22-Dec-2021 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
