EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"44,800",No,fixed,,Nil,Nil,30-Sep-2021 06:00 PM,07-Oct-2021 11:30 AM,30-Sep-2021 06:00 PM,07-Oct-2021 10:30 AM,NA ,NA ,30-Sep-2021 06:00 PM,07-Oct-2021 10:30 AM,18-Oct-2021 10:30 AM,500.0,Nil,Nil,No,PWD,C/Olink road Amroh to village Chowki in Amroh,2021_PWD_52822_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,1.0,ICICI BANK,Construction of link road Amroh to village Chowki in G.P. Amroh km 0/0 to 1/0,SH Removal of formation deficiency in km 0/0 to 0/500 and Cross Drainage work in km 0/025 to 0/185,Please refer Tender documents. ,NA ,"24,85,499",Civil Works - Roads,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,AOC,Finance,Attached,Vivek Sharma,30-Oct-2021 09:59 PM,finance_78980.pdf,BOQ Comparative Chart,1.0,239886.0,ankush kapil,INR,"2,221,000.32",1.0,239886.0,ankush kapil,06-Oct-2021 07:08 PM,Accepted-AOC,l1,20-Dec-2021 05:40 PM,Technical,Attached,Vivek Sharma,16-Oct-2021 05:20 PM,technical_78980.pdf,PWD,2021_PWD_52822_1,C/Olink road Amroh to village Chowki in Amroh,Construction of link road Amroh to village Chowki in G.P. Amroh km 0/0 to 1/0,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,16-Oct-2021 05:45 PM,18-Oct-2021 10:30 AM,techsummary_78980.pdf (975.38 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,30-Oct-2021 10:05 PM,finsummary_78980.pdf (656.81 KB),20-Dec-2021,"INR 2,221,000",60.0,Vivek Sharma,20-Dec-2021 05:40 PM,AmrohChokiAward.pdf (1030.00 KB),Award Letter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,239881.0,Japan Singh,06-Oct-2021 06:30 PM,Rejected-Finance,l3,30-Oct-2021 10:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,239937.0,sonam soni,07-Oct-2021 07:15 AM,Rejected-Finance,l2,30-Oct-2021 10:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,239762.0,VINAY KUMAR,06-Oct-2021 01:45 PM,Rejected-Finance,l4,30-Oct-2021 10:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery as per SBD with proof RC,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
