Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,No.PW/RGH/tender/2021-22-826 dt. 28.04.2021,2021_PWD_47023_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,A/R AND M/O Churwadhar Pirag road km 0/0 to 10/750 (SH P/L Patch work at various RDs),A/R AND M/O Churwadhar Pirag road km 0/0 to 10/750 (SH P/L Patch work at various RDs),Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,500.0,Nil,Nil,No,29-Apr-2021 04:00 PM,06-May-2021 11:00 AM,29-Apr-2021 04:00 PM,05-May-2021 05:00 PM,NA ,NA ,29-Apr-2021 04:00 PM,05-May-2021 05:00 PM,19-May-2021 03:30 PM,1.0,ICICI BANK,"26,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,AOC,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt.",Narender verma,19-May-2021 03:21 PM,19-May-2021 03:30 PM,techsummary_70611.pdf (1461.85 KB),PWD,2021_PWD_47023_4,No.PW/RGH/tender/2021-22-826 dt. 28.04.2021,A/R AND M/O Churwadhar Pirag road km 0/0 to 10/750 (SH P/L Patch work at various RDs),23-Dec-2021,"INR 1,139,384",30.0,Narender verma,23-Dec-2021 04:38 PM,AOC.pdf (1261.00 KB),"work awarded to 3. Sh. Sachin Chauhan, Govt. Contractor, R/O Matu Ram Building, 1st Floor, old Bus Stand near Sheetla Mata Mandir, Ward No.5 Solan HP",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt",Narender verma,08-Jun-2021 12:52 PM,finsummary_70611.pdf (745.71 KB),1.0,211160.0,Asha Prakash,05-May-2021 12:04 PM,Rejected-Finance,L4,08-Jun-2021 12:52 PM,Technical,SUMMARY,Narender verma,19-May-2021 03:00 PM,technical_70611.pdf,Finance,SUMMARY,Narender verma,27-May-2021 06:39 PM,finance_70611.pdf,BOQ Comparative Chart,1.0,211046.0,Sachin Chauhan,INR,"1,139,384",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,EARNEST MONEY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,211046.0,Sachin Chauhan,04-May-2021 06:23 PM,Accepted-AOC,L1,23-Dec-2021 04:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 24.3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,211205.0,Satish Thakur,05-May-2021 01:59 PM,Rejected-Finance,L3,08-Jun-2021 12:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 24.4,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210972.0,Vikram Thakur,05-May-2021 02:26 PM,Rejected-AOC,L2,23-Dec-2021 04:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"CONTRACTOR IS REQUIRED TO STUDY RULES DIRECTIONS, CONDITIONS, CONTRACT CLAUSES Refer G",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.14),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
